sensor_060,sensor_104,sensor_511,sensor_022,sensor_029,sensor_130,sensor_211,sensor_164,sensor_125,sensor_161,sensor_317,sensor_122,sensor_126,sensor_027,sensor_248,sensor_034,sensor_181,sensor_123,sensor_160,sensor_080,result
4.0991,-0.0132,27.9509,-5415.0,66.0111,-0.2838,0.1136,0.116,15.84,537.0,6.4426,15.81,1.191,2.0065,0.0182,9.396,18.7,4.329,745.0,0.0061,양품
6.3436,-0.013,54.6154,-5467.5,68.8778,0.4258,0.2791,0.056,15.67,217.0,4.8829,15.84,1.39,1.9903,,8.5266,15.03,4.429,935.0,0.0513,양품
0.31,-0.009,62.0499,-6261.75,69.1,0.7569,0.3685,0.191,15.77,921.0,13.0958,15.78,1.182,1.8723,0.151,9.4043,48.67,4.269,498.0,0.0482,양품
28.5145,-0.0086,51.1628,-6393.5,65.9111,0.2365,0.1774,0.056,15.85,507.0,5.7813,15.79,1.064,1.8758,0.114,9.3998,18.67,4.184,294.0,0.0121,불량
4.0209,-0.0111,27.991,-5493.0,69.3556,-0.2365,0.1514,0.167,15.87,478.0,6.7984,15.8,1.319,1.9962,,8.5266,22.48,4.23,779.0,0.0197,양품
3.2182,-0.0063,87.4751,-6270.5,67.7667,0.4258,0.1729,0.084,15.67,598.0,5.3185,15.84,1.39,1.8855,,8.4092,15.14,4.429,475.0,0.0379,양품
14.3891,-0.0105,45.6599,-6362.25,65.4889,0.0473,0.1153,0.109,15.77,733.0,5.1885,15.73,1.399,1.8798,0.0528,9.5642,16.77,2.88,683.0,0.0012,양품
6.2455,-0.0085,57.732,-6408.75,67.4111,0.2365,0.1142,0.131,15.85,915.0,4.9057,15.79,1.064,1.8923,0.0583,8.8384,14.46,4.184,157.0,0.0152,양품
3.7982,-0.005,83.3747,-5120.0,71.2,0.2838,0.1251,0.152,15.92,317.0,6.2071,15.85,1.456,1.9497,,9.1855,20.55,4.325,225.0,0.0097,불량
-1.9555,-0.0059,114.5263,-6453.75,70.1889,-0.2365,0.0592,0.137,15.87,769.0,6.114,15.8,1.319,1.8745,,9.9964,17.59,4.23,436.0,-0.0002,양품
-10.6036,-0.0089,56.4972,-6402.75,65.5,0.2838,0.0736,0.108,15.82,656.0,6.4455,15.46,1.314,1.8855,0.051,8.5405,16.82,4.465,365.0,-0.0058,양품
3.88,-0.01,58.7065,-6279.5,67.0667,0.7569,0.1359,0.108,15.77,900.0,5.9837,15.78,1.182,1.8885,0.0477,8.8505,17.51,4.269,638.0,0.0058,양품
5.7945,-0.0055,104.3478,-5435.5,68.2889,0.0,0.0563,0.162,15.73,285.0,6.0564,15.72,1.12,2.001,,9.0695,15.85,3.084,683.0,-0.0119,양품
0.8018,-0.0122,41.8462,-6253.5,70.4,0.0,0.255,0.095,15.73,517.0,6.8803,15.72,1.12,1.8932,,8.4092,24.98,3.084,463.0,0.0444,양품
10.8955,-0.0094,62.6826,-5593.75,67.2111,0.7569,0.1247,0.133,15.77,500.0,5.2501,15.78,1.182,2.0122,0.0465,8.872,17.83,4.269,267.0,0.0241,양품
15.2791,-0.0096,64.9215,-5384.75,67.5889,0.7569,0.1302,0.212,15.77,960.0,5.3828,15.78,1.182,1.9805,0.25,9.1757,20.38,4.269,625.0,0.0154,양품
18.7173,-0.0087,64.0,-6915.0,65.5444,-0.2838,0.0519,0.137,15.84,791.0,5.5977,15.81,1.191,1.8777,0.1308,8.5788,16.87,4.329,1827.0,0.0144,양품
3.3955,-0.0116,57.8209,-5468.0,67.6333,-0.0473,0.0589,0.143,15.75,291.0,6.6343,15.77,1.239,2.0118,0.02,8.6915,23.64,4.348,1463.0,-0.0026,양품
0.1227,-0.0093,51.4745,-6391.5,67.6444,0.2365,0.1061,0.089,15.85,568.0,5.6683,15.79,1.064,1.8932,0.0394,9.5713,20.82,4.184,209.0,0.0317,양품
3.5336,-0.0099,68.8608,-5047.75,68.0444,0.7569,0.1729,0.085,15.77,172.0,5.2265,15.78,1.182,1.9925,0.2228,8.9416,17.35,4.269,1368.0,0.0273,양품
-5.3355,-0.0093,74.3935,-5448.0,70.2,-0.0473,0.1459,0.12,15.75,3936.0,4.4363,15.77,1.239,1.9965,0.0596,8.536,13.79,4.348,318.0,0.0233,양품
1.4355,-0.0095,40.8912,-5046.25,67.1111,0.7569,0.15,0.111,15.77,360.0,4.4244,15.78,1.182,1.9867,0.1206,8.9416,14.02,4.269,1352.0,0.0167,양품
7.3918,-0.0074,53.9629,-4778.5,69.1111,-0.2838,0.1089,0.152,15.84,473.0,6.5451,15.81,1.191,1.9885,0.0175,9.4043,18.44,4.329,3492.0,0.0074,양품
4.8018,-0.0092,29.3878,-6408.25,67.8778,-0.2838,0.1101,0.097,15.84,515.0,5.5481,15.81,1.191,1.8908,0.0189,8.5952,15.31,4.329,1018.0,0.0132,양품
-7.4155,-0.0111,39.5506,-5631.75,69.1222,0.4258,0.0606,0.113,15.67,1099.0,4.5221,15.84,1.39,2.0112,0.047,9.4043,14.0,4.429,1735.0,0.0183,양품
0.0945,-0.0063,48.0,-6894.25,69.3111,-0.2838,0.098,0.136,15.76,618.0,8.6585,15.73,1.347,1.8998,0.0274,8.5232,25.15,4.409,2016.0,0.0058,양품
8.9073,-0.0078,35.7827,-6203.25,66.6556,-0.2838,0.0878,0.07,15.76,383.0,5.6626,15.73,1.347,2.0083,0.1761,8.6527,16.35,4.409,1919.0,0.0203,양품
5.0473,-0.0096,48.1046,-4929.5,70.6444,0.4258,0.177,0.066,15.67,214.0,5.2693,15.84,1.39,1.9483,,9.1855,13.65,4.429,237.0,0.0183,불량
26.1536,-0.0075,45.2579,-6250.25,64.7222,-0.2838,0.1234,0.107,15.84,661.0,5.4333,15.81,1.191,1.9108,0.0202,9.2655,16.15,4.329,244.0,0.0107,양품
-2.9973,-0.007,51.3369,-6382.0,69.6889,-0.2365,0.09,0.13,15.87,698.0,6.4365,15.8,1.319,1.8867,,8.828,19.6,4.23,158.0,0.0245,양품
-5.6473,-0.0119,26.8344,-5226.5,68.3,0.2365,0.1026,0.211,15.85,3727.0,7.0767,15.79,1.064,2.0223,0.0455,8.536,20.47,4.184,795.0,0.003,양품
-1.2182,-0.0064,54.3689,-6411.75,69.0111,-0.2365,0.116,0.082,15.87,542.0,6.9059,15.8,1.319,1.8767,,9.9964,24.47,4.23,358.0,0.0177,양품
1.2264,-0.0124,55.0607,-5453.5,68.1889,-0.2838,0.0943,0.099,15.76,513.0,5.0676,15.73,1.347,2.0213,0.0134,9.7324,18.31,4.409,806.0,0.0272,양품
2.8355,-0.0107,52.3977,-6487.25,68.5556,-0.2838,0.168,0.1,15.84,499.0,6.2468,15.81,1.191,1.8855,0.0803,9.4043,17.72,4.329,667.0,0.0189,양품
5.9073,-0.0047,85.7909,-6465.0,68.3333,-0.0473,0.1013,0.095,15.75,672.0,5.2126,15.77,1.239,1.8933,0.0242,9.3335,18.78,4.348,365.0,0.0213,양품
4.5027,-0.0057,54.0305,-5220.25,67.6778,-0.2838,0.1097,0.074,15.76,314.0,4.6676,15.73,1.347,2.0088,0.0142,8.6013,14.05,4.409,577.0,0.0171,양품
3.2591,-0.012,49.3724,-6400.25,65.6889,-0.0473,0.0908,0.125,15.75,717.0,5.0992,15.77,1.239,1.898,0.0149,8.5232,16.74,4.348,379.0,0.0087,양품
4.1509,-0.0044,122.7273,-5566.75,67.0556,0.2365,0.0878,0.223,15.85,542.0,6.7113,15.79,1.064,2.006,,9.0622,19.32,4.184,456.0,0.0253,양품
4.4564,-0.0113,59.3577,-5655.25,67.1889,-0.0473,0.1283,0.078,15.75,237.0,7.3424,15.77,1.239,1.9845,0.0244,8.5232,22.96,4.348,200.0,0.025,양품
0.4591,-0.0052,86.9565,-6501.5,67.7667,-0.2838,0.1327,0.07,15.84,622.0,6.0629,15.81,1.191,1.8662,,8.5177,18.08,4.329,328.0,0.0393,양품
-1.0773,-0.0106,19.8582,-5583.25,60.0667,-0.2838,0.1356,0.097,15.84,318.0,5.0991,15.81,1.191,2.001,,9.2328,17.22,4.329,248.0,0.0433,양품
10.9955,-0.0077,64.6204,-5633.25,67.4889,-0.0473,0.0993,0.079,15.75,483.0,5.4651,15.77,1.239,2.008,0.0334,8.6013,18.21,4.348,789.0,0.0194,불량
2.0064,-0.0144,20.8514,-6572.75,67.0889,-0.2365,0.0499,0.105,15.85,655.0,7.6674,15.87,1.035,1.882,0.0182,9.396,25.66,3.165,288.0,-0.0163,양품
18.4,-0.0101,26.7658,-6271.0,67.8889,0.2365,0.1087,0.139,15.85,614.0,5.9202,15.79,1.064,1.9018,0.0271,8.5405,17.03,4.184,324.0,0.0175,양품
0.3036,-0.0136,46.9294,-6259.5,68.9444,-0.2838,0.0612,0.074,15.76,574.0,7.2296,15.73,1.347,1.896,,8.8513,21.18,4.409,431.0,-0.0081,양품
22.7636,-0.0081,35.5828,-6418.25,65.5778,-0.2838,0.1515,0.147,15.84,624.0,6.2893,15.81,1.191,1.85,0.0245,8.7879,21.61,4.329,344.0,0.0009,양품
6.1527,-0.0129,54.8792,-5487.25,68.6111,-0.2365,0.0639,0.054,15.85,444.0,5.7298,15.87,1.035,2.0015,0.0284,8.6915,19.39,3.165,674.0,-0.0091,양품
20.2627,-0.0083,41.9162,-6282.5,67.3667,0.2365,0.2285,0.102,15.85,499.0,6.5968,15.79,1.064,1.888,0.0395,8.5405,19.08,4.184,298.0,0.061,양품
-3.09,-0.0131,46.5649,-5595.75,67.2444,-0.2838,0.0745,0.056,15.84,266.0,6.9241,15.81,1.191,1.9627,0.0129,8.536,21.09,4.329,821.0,0.0034,양품
1.9855,-0.0122,39.3443,-5349.75,68.3889,-0.2365,0.0618,0.102,15.85,360.0,6.5415,15.87,1.035,2.0025,0.0237,8.659,21.48,3.165,250.0,-0.0086,양품
8.3018,-0.0098,37.8517,-5679.0,68.1778,-0.2365,0.0522,0.126,15.85,420.0,5.0896,15.87,1.035,2.022,0.0287,8.6915,15.9,3.165,446.0,-0.0022,양품
2.9964,-0.0113,51.4412,-6449.25,59.4,-0.0473,0.0492,0.127,15.75,688.0,6.3363,15.77,1.239,1.8815,,9.2328,17.33,4.348,413.0,-0.018,양품
4.5645,-0.0072,64.1115,-5469.75,66.3,-0.2365,0.1969,0.083,15.85,301.0,5.5445,15.87,1.035,1.974,0.053,8.5232,15.8,3.165,953.0,0.0208,양품
1.14,-0.0131,58.891,-5532.25,67.2778,-0.2365,0.0509,0.09,15.85,337.0,5.426,15.87,1.035,1.9812,0.0205,8.6439,18.21,3.165,721.0,0.0012,양품
8.8173,-0.0077,62.439,-6554.75,69.6222,0.7096,0.0746,0.096,15.84,625.0,6.1079,15.87,1.191,1.8817,0.033,8.7851,21.75,3.004,271.0,0.0151,양품
2.4345,-0.0127,20.4122,-6489.25,66.1667,-0.2365,0.0633,0.102,15.85,481.0,5.6802,15.87,1.035,1.8862,0.0183,9.396,15.14,3.165,490.0,-0.0146,양품
-28.9882,-0.0049,174.8072,-5563.5,65.3667,-0.0473,0.1321,0.181,15.75,445.0,4.9531,15.77,1.239,1.9992,,9.043,16.03,4.348,472.0,0.0235,양품
6.6,-0.009,44.3213,-6506.75,68.9444,0.7096,0.0508,0.094,15.84,508.0,6.9622,15.87,1.191,1.8887,0.0216,8.7851,22.98,3.004,352.0,0.0028,양품
25.2736,-0.011,45.3515,-5142.25,68.8,0.7096,0.1165,0.153,15.84,279.0,5.3532,15.87,1.191,1.9792,0.0655,9.1757,18.77,3.004,731.0,-0.0047,양품
-5.7182,-0.0135,49.0251,-5282.75,71.2333,-0.2365,0.0566,0.101,15.85,438.0,4.4785,15.87,1.035,1.9572,,9.1855,17.69,3.165,470.0,-0.0139,불량
-1.4345,-0.0127,31.4342,-6047.0,70.0556,-0.9461,0.0537,0.164,15.88,674.0,5.2483,15.87,1.343,2.0313,0.0263,8.4421,17.95,2.854,2525.0,0.0262,양품
-0.3327,-0.0126,73.6634,-6336.0,69.5889,-0.9461,0.0541,0.104,15.88,731.0,5.5199,15.87,1.343,1.892,0.0302,8.8384,18.21,2.854,432.0,0.0172,양품
0.5682,-0.0122,36.7722,-5932.0,67.8222,-0.9461,0.072,0.192,15.88,573.0,5.931,15.87,1.343,2.0377,0.0359,8.7994,21.52,2.854,2085.0,0.0008,양품
2.9518,-0.0118,42.4178,-5427.75,65.7111,-0.9461,0.0696,0.112,15.88,660.0,6.778,15.87,1.343,1.986,0.0176,8.7994,21.29,2.854,800.0,0.0013,양품
7.7727,-0.0099,73.0964,-6467.25,68.7667,-0.8042,0.0687,0.104,15.85,617.0,5.0532,15.83,1.078,1.8962,0.0177,8.7851,13.67,3.074,216.0,-0.0016,양품
2.75,-0.0088,70.4545,-6313.25,66.5333,-0.9461,0.0704,0.138,15.88,660.0,6.0275,15.87,1.343,1.8935,0.0172,8.6439,18.69,2.854,449.0,0.0233,양품
15.81,-0.0102,66.6667,-5471.25,67.9556,-0.9461,0.1227,0.166,15.88,396.0,5.2089,15.87,1.343,1.9777,0.0189,8.6527,16.84,2.854,243.0,0.0662,양품
3.4882,-0.0144,18.7013,-5493.25,70.9556,-0.8042,0.0426,0.224,15.85,451.0,6.9314,15.83,1.078,1.985,0.0223,8.7897,23.85,3.074,853.0,0.0214,양품
1.2673,-0.0062,37.0221,-6374.75,68.6556,-0.8042,0.104,0.121,15.85,649.0,4.8083,15.83,1.078,1.8958,0.0282,9.3335,14.02,3.074,417.0,0.0663,양품
4.7864,-0.0078,55.04,-6381.5,66.7,-0.8042,0.0881,0.085,15.85,467.0,5.2236,15.83,1.078,1.8905,,9.043,13.24,3.074,549.0,0.0495,양품
14.7345,-0.009,68.0614,-5313.5,69.6556,-0.8042,0.0778,0.092,15.85,393.0,6.2457,15.83,1.078,2.0235,0.0162,9.4043,20.18,3.074,508.0,0.005,양품
-8.3955,-0.0069,59.2058,-5474.25,59.9778,-0.8042,0.1504,0.182,15.85,947.0,7.7567,15.83,1.078,2.0275,,9.2328,22.42,3.074,993.0,0.0622,양품
1.2209,-0.011,33.7514,-5587.25,68.7111,1.088,0.0675,0.082,15.73,673.0,4.7162,15.78,0.9413,2.0122,0.0166,8.7219,14.11,3.175,640.0,0.0203,양품
1.0345,-0.0123,35.6636,-5421.5,67.5111,1.088,0.066,0.106,15.73,440.0,6.0188,15.78,0.9413,1.9963,0.019,8.6439,21.22,3.175,258.0,-0.0081,양품
1.0636,-0.0109,35.6979,-6256.5,69.8222,1.088,0.0571,0.121,15.73,562.0,6.1948,15.78,0.9413,1.889,0.0208,8.5987,18.72,3.175,381.0,0.026,양품
1.6173,-0.013,36.0153,-6370.75,70.0444,1.088,0.1012,0.1,15.73,534.0,6.7145,15.78,0.9413,1.9007,0.0269,8.4421,18.85,3.175,202.0,0.0198,양품
2.4173,-0.0111,40.4949,-5311.5,70.3889,1.088,0.0525,0.043,15.73,3472.0,4.6886,15.78,0.9413,1.9535,0.0225,8.5987,16.42,3.175,485.0,-0.0101,불량
-7.1564,-0.0089,62.7451,-6264.0,69.2444,0.0,0.0586,0.1,15.73,430.0,4.9289,15.77,1.248,1.8932,0.0158,8.8505,18.04,3.067,713.0,-0.0002,양품
0.6991,-0.0095,84.9279,-4750.75,66.4,0.0,0.0772,0.128,15.82,323.0,6.9408,15.76,1.196,1.992,0.0152,8.6915,16.29,2.932,1454.0,0.0113,양품
2.5964,-0.0076,66.9951,-5879.75,68.9333,0.0,0.0787,0.047,15.73,807.0,4.6901,15.77,1.248,1.9888,0.0141,8.659,14.85,3.067,1216.0,0.0012,양품
-0.4091,-0.0075,44.1472,-5433.25,68.2333,0.0,0.065,0.161,15.73,782.0,5.9835,15.77,1.248,2.025,0.0212,8.4421,18.44,3.067,295.0,0.0095,양품
-5.0245,-0.003,113.3333,-6443.5,62.9778,1.088,0.1045,0.115,15.73,579.0,6.2162,15.78,0.9413,1.882,,9.5689,17.28,3.175,286.0,-0.0054,양품
-0.7236,-0.0074,47.2973,-5468.75,69.9111,0.0,0.0847,0.029,15.82,453.0,5.376,15.76,1.196,2.0068,0.1541,8.7897,18.66,2.932,634.0,0.0019,양품
1.9482,-0.0072,91.9861,-5410.5,69.0111,0.0,0.1212,0.18,15.73,392.0,5.8213,15.77,1.248,1.9875,0.0167,8.5687,16.87,3.067,909.0,0.0324,불량
1.3255,-0.0092,51.296,-6375.75,66.8222,0.0,0.0364,0.144,15.73,817.0,6.0309,15.77,1.248,1.8735,0.0427,8.6915,16.97,3.067,742.0,-0.0114,양품
-6.8627,-0.0121,32.3316,-6421.0,68.3111,-0.9461,0.091,0.065,15.88,532.0,6.3875,15.87,1.343,1.8915,0.034,9.3335,20.02,2.854,384.0,0.0058,양품
7.0591,-0.0121,44.4902,-6507.5,68.2222,-0.5204,0.0455,0.142,15.92,742.0,5.0673,15.88,1.206,1.8755,0.0291,8.5251,14.95,4.289,347.0,-0.0291,양품
2.2118,-0.0116,67.884,-6461.0,70.4667,-0.5204,0.051,0.074,15.92,449.0,6.0691,15.88,1.206,1.8702,0.0446,8.5251,21.55,4.289,132.0,0.0144,양품
7.9373,-0.0103,46.6586,-5411.5,70.5444,-0.5204,0.0393,0.048,15.92,549.0,5.3721,15.88,1.206,2.0008,0.0263,8.5251,16.81,4.289,574.0,-0.0019,양품
0.8745,-0.012,47.4506,-6409.5,70.1667,-0.5204,0.0456,0.128,15.92,735.0,5.0138,15.88,1.206,1.8835,0.0264,8.5251,15.73,4.289,400.0,0.0203,양품
3.99,-0.0106,51.6432,-5546.5,70.1556,0.8042,0.0516,0.017,15.81,311.0,4.5588,15.84,1.007,1.9945,0.0204,8.5251,14.0,4.013,790.0,0.0006,양품
4.4455,-0.0096,66.8407,-6466.25,67.0556,-0.6623,0.0458,0.133,15.74,772.0,5.2038,15.71,1.182,1.883,0.0383,8.6005,17.49,4.062,347.0,-0.0134,양품
168.1455,-0.0096,68.75,-5430.0,68.0889,-0.6623,0.0515,0.103,15.74,140.0,5.1021,15.71,1.182,2.0072,0.0203,8.7994,16.25,4.062,816.0,-0.0046,양품
-0.2845,-0.0079,60.5678,-5183.0,67.0444,-0.1419,0.1077,0.196,15.77,491.0,7.4994,15.72,1.154,1.9852,0.0676,9.2047,21.62,4.264,318.0,0.029,양품
2.0609,-0.0078,77.707,-5353.25,67.7889,-0.1419,0.0523,0.085,15.77,301.0,6.1941,15.72,1.154,1.9955,0.02,,18.51,4.264,414.0,-0.0044,양품
1.7373,-0.0082,53.4954,-5763.75,67.4444,-0.1419,0.0858,0.203,15.77,548.0,4.9065,15.72,1.154,1.9805,0.1247,9.7324,17.15,4.264,2414.0,0.0147,양품
3.1191,-0.0122,49.8468,-5474.75,67.3556,-0.1419,0.0635,0.096,15.77,308.0,4.7844,15.72,1.154,1.995,0.0229,9.6938,15.14,4.264,414.0,-0.0178,양품
0.2818,-0.01,49.2462,-6211.25,65.1333,-0.1419,0.0947,0.108,15.77,99.0,6.0098,15.72,1.154,2.017,0.0215,9.0776,18.73,4.264,1905.0,-0.0005,양품
4.06,-0.0097,73.5751,-6252.75,68.6556,-0.0473,0.0617,0.13,15.75,729.0,5.0865,15.74,1.078,1.909,0.0253,8.9546,19.47,3.494,299.0,0.0216,양품
-0.3182,-0.0031,148.9879,-5288.5,69.1889,-0.6623,0.0906,0.125,15.74,270.0,4.9744,15.71,1.182,2.0053,0.0539,8.6005,15.69,4.062,354.0,0.0101,양품
-0.0636,-0.0132,32.4528,-5328.0,66.9333,-0.0473,0.1068,0.086,15.75,375.0,5.5842,15.74,1.078,1.982,0.0231,8.3324,20.88,3.494,867.0,0.032,양품
36.3682,-0.0098,68.2803,-6334.5,69.8,-0.6623,0.057,0.112,15.74,633.0,5.073,15.71,1.182,1.8918,0.0783,8.8505,17.76,4.062,588.0,0.002,양품
1.0291,-0.0134,46.1825,-5711.0,67.2667,-0.0473,0.0761,0.137,15.75,236.0,5.0376,15.74,1.078,2.0275,0.0099,8.7867,15.42,3.494,424.0,0.0107,양품
1.9591,-0.0141,20.5674,-5662.25,70.7778,0.7569,0.0729,0.015,15.85,257.0,6.7197,15.81,1.116,1.9898,0.0074,8.5251,23.76,4.019,822.0,-0.0026,양품
1.6373,-0.013,24.6154,-6310.25,67.4889,-0.0473,0.0952,0.105,15.75,649.0,5.5742,15.74,1.078,1.885,0.0154,8.5987,16.92,3.494,415.0,0.0265,양품
-1.2209,-0.0126,26.2425,-5686.75,70.5111,-0.0473,0.0779,0.126,15.75,388.0,4.866,15.74,1.078,2.0177,0.0217,8.7897,15.62,3.494,1308.0,-0.0287,양품
8.8445,-0.0142,31.7741,-5402.5,68.7889,-0.1419,0.0975,0.056,15.77,125.0,5.7787,15.72,1.154,2.0198,0.0424,8.3324,19.17,4.264,904.0,-0.0193,양품
-1.1255,-0.0092,25.9811,-6539.75,70.7667,-0.2838,0.0572,0.13,15.69,543.0,4.3122,15.65,1.182,1.8845,0.0194,8.7418,16.15,4.375,427.0,-0.0203,양품
2.9409,-0.0123,35.0663,-6389.5,68.2889,-0.1419,0.1171,0.123,15.77,743.0,7.1505,15.72,1.154,1.8922,0.0212,9.7836,23.24,4.264,403.0,0.0294,양품
-4.4845,-0.0095,74.6386,-6468.0,66.1556,-0.4731,0.1137,0.119,15.78,796.0,5.3967,15.76,1.276,1.885,0.0227,9.0776,18.17,3.981,581.0,0.0183,양품
8.1418,-0.0101,63.6025,-5649.5,70.6111,-0.0473,0.0403,0.094,15.75,357.0,6.712,15.74,1.078,2.0092,0.025,8.6427,23.77,3.494,1261.0,-0.0141,양품
9.4864,-0.013,39.1179,-6505.5,70.0,-0.1419,0.1365,0.134,15.77,740.0,6.0009,15.72,1.154,1.886,0.0244,8.5687,19.21,4.264,444.0,-0.0078,양품
-7.5073,-0.0112,37.3749,-4599.25,68.2111,-0.1419,0.0857,0.149,15.77,301.0,7.3872,15.72,1.154,2.0095,0.0215,8.9635,21.92,4.264,2987.0,0.0216,양품
3.8264,-0.0115,27.8867,-5330.0,69.5444,-0.4731,0.0672,0.06,15.78,530.0,6.2339,15.76,1.276,1.9983,0.1702,8.5891,20.83,3.981,1146.0,0.0202,양품
10.2355,-0.0108,46.2963,-6456.75,71.3111,-0.2838,0.0672,0.127,15.69,636.0,5.0133,15.65,1.182,1.905,0.0345,8.7418,15.43,4.375,186.0,-0.0217,양품
1.0218,-0.0121,35.5739,-6347.75,71.4222,-0.7096,0.069,0.14,15.91,765.0,5.8286,15.9,1.135,1.8845,0.0452,8.5987,16.59,4.062,491.0,0.0032,양품
3.8664,-0.0105,56.3246,-6426.5,73.0222,0.7569,0.1094,0.138,15.85,796.0,5.0435,15.81,1.116,1.875,0.0251,8.6829,17.77,4.019,423.0,0.0091,양품
-6.0545,-0.0107,17.7986,-6624.0,69.9667,-0.2838,0.0621,0.126,15.69,687.0,5.0295,15.65,1.182,1.8725,0.0185,8.7219,16.88,4.375,582.0,-0.0043,양품
2.8745,-0.0113,31.9645,-5305.5,67.9333,0.7569,0.1033,0.084,15.85,268.0,5.1169,15.81,1.116,1.9605,0.0188,9.7324,15.03,4.019,759.0,0.0089,양품
-0.81,0.0018,253.7931,-6310.25,69.4222,-0.6623,0.1139,0.139,15.74,811.0,6.3528,15.71,1.182,1.8818,0.0138,8.6439,16.88,4.062,291.0,-0.0114,양품
8.1445,-0.0109,58.5143,-6406.25,69.3111,-0.4731,0.0661,0.111,15.78,780.0,5.2941,15.76,1.276,1.8847,0.148,8.6439,20.79,3.981,546.0,-0.0044,양품
11.4855,-0.011,29.932,-6329.75,67.2667,-0.7096,0.0461,0.116,15.91,633.0,5.9031,15.9,1.135,1.8855,0.0254,8.8043,18.15,4.062,237.0,-0.0069,양품
1.4745,-0.0144,71.9723,-5874.25,68.2,0.7569,0.1277,0.033,15.85,212.0,5.7336,15.81,1.116,2.0245,0.0202,8.5288,20.61,4.019,2567.0,-0.0138,양품
2.0127,-0.0122,28.6885,-5459.0,66.4556,-0.1419,0.0811,0.106,15.77,218.0,5.9644,15.72,1.154,2.0,0.0182,8.7994,17.53,4.264,90.0,-0.0105,양품
0.91,-0.0133,30.1602,-5545.75,68.7667,-0.7096,0.051,0.123,15.91,1297.0,6.9024,15.9,1.135,1.9968,0.0216,8.5987,20.88,4.062,251.0,0.019,양품
-1.5118,-0.0068,67.8967,-6225.75,68.9778,-0.7096,0.089,0.117,15.91,612.0,5.7194,15.9,1.135,1.8842,0.0195,8.6439,18.68,4.062,696.0,0.0109,양품
0.9091,-0.0073,54.7009,-6260.75,69.0222,-0.2838,0.1046,0.098,15.69,452.0,6.3665,15.65,1.182,1.8995,,8.4092,23.63,4.375,322.0,0.0435,양품
0.6191,-0.008,71.028,-5607.25,68.1222,-0.9461,0.0984,0.118,15.79,143.0,6.4131,15.74,1.201,2.016,0.0444,8.7867,22.47,3.562,937.0,-0.0208,양품
3.3655,-0.0105,35.3222,-5723.5,68.4667,-0.7096,0.0467,0.066,15.91,2007.0,6.0366,15.9,1.135,2.009,0.032,8.8043,21.42,4.062,1692.0,0.0127,양품
-2.63,-0.0093,67.7419,-5628.0,70.4444,-0.7096,0.0719,0.041,15.91,335.0,5.9073,15.9,1.135,2.036,0.0214,8.7897,21.67,4.062,1009.0,0.0034,양품
1.0045,-0.0111,49.5495,-5669.75,69.7111,0.7569,0.11,0.144,15.85,494.0,6.8,15.81,1.116,2.0012,0.0221,8.9546,20.58,4.019,666.0,0.0203,불량
1.1527,-0.0118,60.1058,-6326.0,66.6333,-0.7096,0.0583,0.109,15.91,772.0,5.441,15.9,1.135,1.8842,0.0241,8.6005,15.97,4.062,669.0,-0.0043,양품
0.2055,-0.0092,61.9565,-6371.0,69.2222,-0.0473,0.073,0.155,15.75,1031.0,6.8171,15.74,1.078,1.882,0.0212,8.8043,19.45,3.494,862.0,-0.0259,양품
-3.8982,-0.0111,35.2542,-6344.25,65.1,0.7569,0.0694,0.145,15.85,721.0,5.5693,15.81,1.116,1.8775,0.034,9.0776,16.41,4.019,384.0,0.0069,양품
3.2764,-0.0075,81.3333,-5409.0,67.1,-0.6623,0.1302,0.172,15.99,408.0,4.866,15.95,1.314,1.9643,0.0125,9.2047,16.13,4.361,330.0,0.0318,양품
-4.0373,-0.011,52.6674,-5246.75,63.6889,-0.6623,0.083,0.104,15.99,232.0,7.0294,15.95,1.314,1.9832,0.0555,9.0776,20.13,4.361,887.0,0.0495,양품
0.1618,-0.0116,39.7838,-5697.5,65.8222,-0.4731,0.0759,0.112,15.78,248.0,5.4007,15.76,1.276,1.9937,0.0221,8.5459,17.46,3.981,247.0,0.009,양품
-3.9436,-0.0109,49.6552,-5933.25,69.9889,-0.6623,0.0827,0.154,15.99,767.0,5.5417,15.95,1.314,2.013,0.0372,8.7897,19.47,4.361,992.0,-0.0119,양품
-1.2518,-0.0091,44.9931,-6338.25,69.8444,-0.5677,0.0419,0.103,15.99,585.0,6.2167,15.94,1.418,1.8815,0.0189,8.6005,21.29,5.261,352.0,-0.0027,양품
1.3664,-0.0101,35.5995,-6350.25,65.9556,-0.6623,0.0998,0.132,15.99,656.0,5.8843,15.95,1.314,1.8927,0.0217,8.659,21.54,4.361,357.0,0.0025,양품
5.65,-0.0111,33.3709,-5278.0,68.1333,0.7569,0.0695,0.132,15.85,3205.0,5.8068,15.81,1.116,2.0158,0.0522,8.5135,17.08,4.019,637.0,-0.0066,양품
7.8264,-0.0057,70.1754,-5444.0,69.2,-0.6623,0.1204,0.056,15.99,278.0,4.9158,15.95,1.314,1.9963,0.0523,8.6527,16.37,4.361,732.0,0.0205,양품
-1.1927,-0.0121,63.6364,-5561.0,68.9222,-0.6623,0.073,0.105,15.99,351.0,5.9157,15.95,1.314,1.9905,0.0199,8.5459,18.38,4.361,857.0,0.0032,양품
