sensor_060,sensor_104,sensor_511,sensor_022,sensor_029,sensor_130,sensor_211,sensor_164,sensor_125,sensor_161,sensor_317,sensor_122,sensor_126,sensor_027,sensor_248,sensor_034,sensor_181,sensor_123,sensor_160,sensor_080,sensor_131,sensor_065,sensor_023,sensor_015,sensor_115,sensor_134,sensor_552,sensor_057,sensor_201,sensor_461,sensor_064,sensor_059,sensor_077,sensor_184,sensor_469,sensor_127,sensor_512,sensor_066,sensor_551,sensor_091,sensor_039,sensor_167,sensor_033,sensor_069,sensor_574,sensor_041,sensor_544,sensor_543,sensor_032,sensor_563,result
-17.9336,-0.0045,103.8674,-6364.25,65.8333,-0.615,0.0752,0.07,15.78,329.0,6.2982,15.81,1.097,1.888,,9.043,18.72,3.877,330.0,0.0047,0.7675,37.9336,3060.25,10.3889,0.0,1009.46,0.41,0.931,21.2,30.6327,29.0909,4.6121,0.0196,32.697,34.7392,2.698,731.4286,50.0217,13.13,9314.2001,86.5358,3.8,86.1197,153.1991,0.2431,78.68,0.0078,0.1096,4.6398,260.87,양품
23.5609,-0.0053,78.6885,-6473.25,62.9667,0.0946,0.1603,0.129,15.79,673.0,4.7793,15.79,1.021,1.8873,0.0516,9.1638,13.17,3.742,497.0,0.0585,0.779,16.4391,3031.75,12.0343,0.0,1010.4211,,0.932,10.63,37.1187,16.67,4.7112,-0.0052,20.196,25.6357,2.745,0.0,24.1144,,8868.1001,88.4188,3.6,84.5407,144.2627,0.5306,74.21,0.0078,0.1096,4.587,260.452,양품
-8.3127,-0.0049,77.7494,-3293.5,64.0778,0.0946,0.0723,0.901,15.79,3295.0,5.3704,15.79,1.021,0.893,0.0397,8.7487,17.81,3.742,7669.0,0.023,0.779,48.3127,1515.5,11.1383,0.0,1010.4211,2.23,0.93,20.65,14.6382,38.8027,4.6061,0.0105,35.116,108.2677,2.745,0.0,50.757,21.06,8162.8101,88.2425,3.1,84.0432,152.9109,0.2735,14.41,0.0078,0.1096,3.5153,265.688,양품
5.3382,-0.0042,56.4706,-1918.25,63.4889,-0.0473,0.0674,0.876,15.74,2947.0,5.4647,15.72,1.097,0.4445,0.0507,9.1784,18.03,3.937,7673.0,0.005,0.7304,34.6618,736.75,12.4346,0.0,1000.0948,1.53,0.93,21.28,25.2808,28.8718,4.6061,-0.0361,36.088,133.7534,2.666,400.0,45.4012,22.16,8844.5601,88.3282,2.3,85.1197,152.4336,0.4722,74.8,0.0078,0.1096,3.4788,264.136,양품
23.8745,-0.0046,110.5691,-5478.25,62.9889,0.6623,0.079,0.11,15.8,267.0,5.2167,15.79,0.9176,1.964,0.0853,9.0998,18.57,3.609,602.0,-0.038,0.6956,16.1255,2528.5,12.0865,0.0,1012.1967,,0.9269,16.32,33.4056,14.8854,4.6686,-0.0403,18.223,29.1105,2.761,0.0,24.9379,,8407.3801,88.24,2.8,85.7375,147.6309,0.4067,13.77,0.0078,0.1096,3.4091,248.724,양품
27.3427,-0.0071,85.7645,-6472.5,68.0444,0.3311,0.0481,0.108,15.7,663.0,3.665,15.7,1.272,1.8952,0.0427,8.6667,10.13,3.653,241.0,-0.0303,0.7636,12.6573,3107.25,4.5888,0.0,1001.6031,1.42,0.933,13.87,27.9613,9.6736,4.7644,-0.0351,15.42,28.4902,2.763,520.9302,20.2591,21.59,8783.97,86.9255,2.5,85.4579,153.3564,0.3043,14.55,0.0078,0.1096,4.6681,260.17,양품
17.3018,-0.0057,116.5563,-6235.25,63.0,0.0946,0.0449,0.173,15.68,298.0,5.4289,15.68,1.021,1.993,0.1614,9.2405,18.11,3.736,3027.0,0.0267,0.7453,22.6982,2689.75,5.5943,0.0,998.0332,1.1,0.9302,12.48,28.8337,17.26,4.6708,-0.0267,16.779,22.0786,2.65,0.0,29.5,20.73,8861.6799,88.2207,3.1,85.8965,147.0473,0.1878,74.19,0.0078,0.1096,3.289,262.838,양품
26.2655,-0.007,58.5714,-6449.75,66.2222,0.1892,0.1095,0.115,15.78,659.0,6.0744,15.83,1.371,1.8915,0.3002,8.7947,18.34,4.145,473.0,0.0549,0.7678,13.7345,2968.75,6.0188,0.0,1008.8233,1.66,0.9188,17.21,18.8648,10.3014,4.514,-0.0578,38.43,20.6355,2.757,386.4407,20.9603,19.64,8294.4,87.1254,3.3,84.8178,148.3345,0.3232,76.52,0.0078,0.1096,4.6039,247.618,양품
-21.2055,-0.0073,54.8885,-6169.5,65.3222,0.0946,0.1306,0.067,15.79,716.0,4.8407,15.79,1.021,1.7675,,8.755,13.83,3.742,2029.0,0.0198,0.779,41.2055,2803.0,3.5932,0.0,1010.4211,1.33,0.9332,11.04,30.5181,40.0636,4.7217,0.0185,17.749,52.7223,2.745,0.0,49.0237,17.2,8469.4201,86.5867,2.6,84.8723,148.0764,0.2435,78.27,0.0078,0.1096,3.511,262.948,양품
-7.5382,-0.0071,66.4311,-5550.5,65.0444,0.1892,0.0952,0.063,15.78,423.0,4.7816,15.83,1.371,2.013,,9.043,16.85,4.145,495.0,0.0222,0.7678,27.5382,2693.25,11.5545,0.0,1008.8233,0.93,0.9332,21.54,24.902,21.0082,4.6761,-0.0123,34.198,73.0945,2.757,784.3137,36.8645,17.63,9154.3898,86.5358,2.5,86.1197,148.54,0.2431,78.68,0.0078,0.1096,3.4704,260.72,양품
4.3109,-0.0037,126.5993,-5448.5,64.0,-0.0946,0.1023,0.13,15.74,133.0,6.32,15.81,1.035,1.975,,8.8741,19.92,3.628,422.0,-0.0319,0.761,15.6891,2509.5,5.7765,0.0,1007.05,,0.9275,12.01,27.403,10.3099,4.5244,-0.0161,34.567,218.0515,2.726,0.0,18.6087,,8569.65,86.4828,3.5,85.1594,150.14,0.2652,74.27,0.0078,0.1096,3.3078,,양품
29.1164,-0.0056,66.5169,-6352.0,66.7111,0.6623,0.0775,0.074,15.8,737.0,4.594,15.79,0.9176,1.9033,0.0933,10.9634,12.9,3.609,599.0,-0.0329,0.6956,10.8836,3080.0,11.792,0.0,1012.1967,1.55,0.9326,17.21,28.6826,10.4873,4.7045,-0.0305,17.634,20.5383,2.761,0.0,17.7568,20.59,9177.5701,87.489,2.3,85.4138,143.6755,0.2955,14.71,0.0078,0.1096,4.6593,265.82,양품
15.8609,-0.0043,86.8035,-5098.25,67.9778,0.0946,0.0748,0.041,15.68,396.0,3.9193,15.68,1.021,2.0083,0.3004,8.7599,11.92,3.736,1863.0,0.0198,0.7453,24.1391,2691.25,5.7457,0.0,998.0332,1.66,0.9301,10.48,24.4892,23.2691,4.6623,-0.0174,20.861,28.3086,2.65,334.6939,32.8478,18.45,8863.28,86.838,1.4,85.794,147.3255,0.1497,79.42,0.0078,0.1096,3.4414,260.994,양품
26.7745,-0.006,68.7631,-6362.5,65.8,0.6623,0.1249,0.124,15.8,562.0,4.422,15.79,0.9176,1.9012,0.1085,8.6667,14.82,3.609,145.0,0.0577,0.6956,13.2255,3051.25,9.5221,0.0,1012.1967,1.53,0.933,13.62,19.0156,10.5591,4.7451,-0.0422,16.977,33.6514,2.761,0.0,20.1161,21.84,8549.8,86.9255,3.1,85.4579,152.25,0.1188,14.55,0.0078,0.1096,4.7036,265.296,불량
-3.2509,-0.0043,142.6901,-6290.25,70.2444,0.0946,0.1068,0.092,15.79,705.0,4.8207,15.79,1.021,1.8942,,8.6309,14.61,3.742,198.0,0.0025,0.779,23.2509,3032.75,2.4472,0.0,1010.4211,0.83,0.9341,16.08,26.9323,11.1138,4.7581,-0.0192,25.141,114.4298,2.745,320.0,32.6343,17.61,9150.2299,86.7969,2.6,84.818,147.0755,0.2787,78.31,0.0078,0.1096,4.6613,261.956,양품
0.2309,-0.0054,65.1163,-5389.25,61.2222,0.6623,0.1124,0.131,15.8,363.0,5.0611,15.79,0.9176,1.9718,,9.1502,14.7,3.609,565.0,-0.0101,0.6956,19.7691,2646.25,2.9634,0.0,1012.1967,1.01,0.9326,14.93,29.7352,16.7373,4.6879,0.0285,21.308,0.0,2.761,0.0,28.0695,16.66,9007.04,88.2074,3.5,85.6626,150.6355,0.3379,72.29,0.0078,0.1096,3.1987,263.664,양품
26.4509,-0.0057,98.0306,-6538.75,63.9,-0.0473,0.0853,0.138,15.74,774.0,4.8377,15.72,1.097,1.8808,0.0543,9.1638,15.01,3.937,574.0,0.0275,0.7304,13.5491,2984.0,3.3456,0.0,1000.0948,1.68,0.9343,17.84,28.2505,8.3455,4.7233,-0.0311,22.876,13.4211,2.666,0.0,16.2355,18.15,8564.08,88.4188,4.6,84.5407,147.2291,0.3497,74.21,0.0078,0.1096,4.5924,245.062,불량
-12.1527,-0.0043,141.0405,-6349.5,69.0111,-0.0946,0.0488,0.083,15.77,448.0,4.4012,15.83,1.097,1.8818,,8.6309,15.39,3.925,582.0,-0.0111,0.7598,32.1527,2966.75,11.7113,0.0,1012.6356,1.44,0.933,15.99,25.3602,23.1272,4.7458,0.0215,24.483,54.5557,2.685,455.814,42.2381,21.11,9209.45,86.7969,3.2,84.818,140.6955,0.3094,78.31,0.0078,0.1096,4.6423,262.136,불량
-1.5664,-0.0049,117.2237,-5599.5,71.1222,0.1419,0.1961,0.068,15.8,114.0,5.7831,15.76,0.8893,1.9922,0.1606,9.2436,20.14,3.093,481.0,0.0411,0.8434,41.5664,2619.25,4.2038,0.0,1004.8728,1.01,0.9332,21.99,35.2154,35.0263,4.6761,-0.0506,35.287,621.184,2.828,538.4615,52.5262,19.17,8746.32,87.1213,3.7,85.2804,153.0118,0.5262,67.38,0.0078,0.1096,3.4247,258.524,양품
14.6455,-0.0056,97.7778,-5645.25,68.8556,0.7569,0.1588,0.095,15.73,266.0,5.337,15.74,0.9744,2.008,0.0503,8.3754,16.56,2.723,1020.0,0.0456,0.83,25.3545,2767.5,19.5465,0.0,1005.8207,0.21,0.9331,20.83,21.5047,16.1127,4.676,-0.0577,31.597,31.8187,2.884,0.0,34.5155,9.8,8546.0399,87.0578,1.4,84.9798,155.1136,0.3433,79.06,0.0078,0.1096,3.3907,257.318,양품
9.6745,-0.0014,289.6552,-5447.75,63.2556,0.1419,0.1862,0.127,15.8,371.0,5.585,15.76,0.8893,1.9783,0.0324,9.0998,17.57,3.093,550.0,0.0273,0.8434,30.3255,2503.75,3.6676,0.0,1004.8728,0.82,0.9188,20.44,28.3366,24.4318,4.514,-0.0473,36.772,118.5585,2.828,669.3878,39.7935,19.33,8901.58,88.24,3.5,85.7375,147.0345,0.423,13.77,0.0078,0.1096,3.2866,263.3,양품
9.8418,-0.0054,68.046,-5501.0,67.6333,0.7569,0.151,0.083,15.73,158.0,4.8314,15.74,0.9744,1.9903,0.0193,8.3754,16.45,2.723,608.0,0.034,0.83,30.1582,2602.0,12.7227,0.0,1005.8207,1.2,0.9331,18.27,24.7642,23.5091,4.676,-0.0568,32.68,59.3386,2.884,647.619,40.4755,15.76,8302.3,87.0578,2.0,84.9798,150.4164,0.435,79.06,0.0078,0.1096,3.4322,259.262,양품
-5.8682,-0.0065,79.5411,-4228.0,63.3889,-0.3784,0.1147,0.949,15.74,2844.0,4.7371,15.74,1.021,1.326,,8.755,13.38,3.901,5921.0,0.0102,0.7429,25.8682,2038.25,13.1655,0.0,1004.4356,1.01,0.9318,12.96,32.0742,26.6782,4.6463,-0.0147,17.527,120.6507,2.676,900.0,33.58,15.67,9263.4101,86.5867,2.5,84.8723,144.8655,1.2098,78.27,0.0078,0.1096,3.5076,,양품
-12.1373,-0.0061,63.8037,-5645.5,65.3556,0.7569,0.0852,0.088,15.73,248.0,6.3078,15.74,0.9744,2.009,,9.043,17.19,2.723,1238.0,-0.004,0.83,32.1373,2663.5,3.3901,0.0,1005.8207,1.01,0.9332,15.19,25.8658,25.3682,4.6761,0.0205,32.269,52.1534,2.884,0.0,41.9354,10.85,9101.3,86.5358,2.0,86.1197,149.7355,0.2431,78.68,0.0078,0.1096,3.4744,261.04,양품
12.8364,-0.0054,81.106,-5596.5,69.8778,0.7569,0.1007,0.112,15.73,495.0,4.6985,15.74,0.9744,2.0055,0.2355,8.7599,16.74,2.723,1322.0,0.0211,0.83,27.1636,2606.0,4.4656,0.0,1005.8207,,0.9341,10.44,34.7509,13.1981,4.7581,-0.0316,22.479,41.5227,2.884,0.0,35.2117,,8886.48,86.838,1.9,85.794,142.5109,0.3535,79.42,0.0078,0.1096,3.4763,243.998,양품
9.4982,-0.0045,61.5385,-5750.0,68.3444,0.2365,0.0468,0.143,15.79,436.0,3.9338,15.75,0.9933,2.0215,0.1431,8.3754,12.96,3.51,894.0,0.0178,0.8374,30.5018,2742.25,10.6658,0.0,1003.8518,1.67,0.9331,14.07,19.3641,23.9927,4.676,-0.0694,33.403,63.907,2.797,0.0,40.6543,10.48,8729.75,87.0578,1.8,84.9798,151.0418,0.3576,79.06,0.0078,0.1096,3.4684,258.496,양품
2.5827,-0.0061,111.7043,-5384.25,70.1889,0.1419,0.1519,0.15,15.8,387.0,5.2221,15.76,0.8893,1.9977,0.1309,9.4832,15.51,3.093,820.0,0.0307,0.8434,37.4173,2650.25,4.4969,0.0,1004.8728,1.75,0.9334,12.11,31.2932,31.4,4.7172,-0.0284,33.6,344.597,2.828,800.0,48.12,19.71,8513.0,87.3382,3.1,84.87,146.3664,0.2547,65.34,0.0078,0.1096,3.447,260.308,불량
15.1073,-0.0065,93.8462,-5581.0,70.4,0.2365,0.0429,0.12,15.79,241.0,5.0504,15.75,0.9933,2.0133,0.1219,8.3754,15.84,3.51,197.0,-0.0016,0.8374,24.8927,2597.5,9.3781,0.0,1003.8518,0.59,0.9331,23.08,22.0629,20.8473,4.676,-0.056,38.394,53.8813,2.797,853.3333,34.6316,13.33,8578.8001,87.0578,1.7,84.9798,148.56,0.264,79.06,0.0078,0.1096,3.3616,258.752,양품
4.4282,-0.0066,74.1021,-6063.0,69.3222,0.0,0.1209,0.094,15.77,1636.0,4.5434,15.73,0.9271,1.9905,0.0264,9.4832,14.54,3.18,2584.0,0.0523,0.8764,35.5718,2520.5,4.8999,0.0,1014.2878,1.26,0.9334,14.64,23.6174,29.8373,4.7172,-0.0735,32.524,149.9487,2.891,0.0,45.5115,20.16,7929.63,87.3382,3.6,84.87,146.1964,0.1731,65.34,0.0078,0.1096,3.323,,불량
17.7927,-0.0022,205.5866,-5508.75,61.3222,0.0,0.0937,0.169,15.77,428.0,6.2823,15.73,0.9271,1.9865,0.2001,9.2405,20.29,3.18,789.0,0.0336,0.8764,22.2073,2657.25,6.3614,0.0,1014.2878,1.04,0.9188,26.99,21.5014,15.0791,4.514,-0.0458,35.855,55.4721,2.891,0.0,31.3063,16.54,8842.07,88.2207,1.8,85.8965,150.0518,0.3139,74.19,0.0078,0.1096,3.2979,263.956,양품
22.7927,-0.0051,147.4201,-5707.5,63.3778,0.0,0.1177,0.135,15.77,406.0,5.4789,15.73,0.9271,1.9772,0.131,9.0998,16.6,3.18,1312.0,0.0423,0.8764,17.2073,2530.75,4.9655,0.0,1014.2878,2.34,0.9329,13.41,41.8041,12.36,4.6792,-0.0332,5.381,21.4542,2.891,0.0,24.8429,18.12,9094.1799,88.24,3.0,85.7375,151.3982,0.307,13.77,0.0078,0.1096,3.2421,,양품
4.6609,-0.0043,136.0231,-5073.25,65.5111,0.1419,0.1292,0.875,15.8,3235.0,5.8307,15.76,0.8893,1.3408,0.0711,8.7487,16.91,3.093,7708.0,0.0747,0.8434,35.3391,2389.25,4.6105,0.0,1004.8728,1.04,0.9188,20.96,12.3355,28.7191,4.514,-0.0403,35.742,263.0388,2.828,0.0,45.4755,15.76,9125.6601,88.2425,2.1,84.0432,149.83,0.2431,14.41,0.0078,0.1096,3.4441,261.2,양품
26.0509,-0.0029,160.0,-6377.5,65.3111,0.0,0.0604,0.117,15.77,582.0,4.2122,15.73,0.9271,1.8877,0.2147,8.6667,14.74,3.18,441.0,0.053,0.8764,13.9491,3090.0,4.4432,0.0,1014.2878,,0.933,12.7,37.1173,13.4282,4.7644,-0.0668,16.437,16.9284,2.891,0.0,22.4251,,8975.48,86.9255,3.2,85.4579,147.2164,0.3901,14.55,0.0078,0.1096,4.6918,268.474,양품
17.1673,-0.0022,113.6364,-5535.25,62.7444,-0.0946,0.1133,0.159,15.83,555.0,6.4075,15.76,1.163,1.998,0.0496,9.2405,17.43,3.987,334.0,0.03,0.7536,22.8327,2662.5,4.023,0.0,1002.6104,0.83,0.9172,17.54,23.2105,13.4854,4.4519,-0.088,36.337,43.8043,2.677,0.0,31.2675,18.1,8661.2899,88.2207,2.3,85.8965,150.7691,0.4176,74.19,0.0078,0.1096,3.3399,242.534,양품
27.7282,-0.0019,252.6316,-6425.0,65.8444,-0.0946,0.1307,0.086,15.83,560.0,4.5623,15.76,1.163,1.891,0.026,8.6667,15.44,3.987,617.0,0.037,0.7536,12.2718,3093.0,4.6595,0.0,1002.6104,,0.933,16.37,41.1968,6.1218,4.7451,-0.0743,17.361,30.222,2.677,971.4286,16.8014,,9037.5001,86.9255,2.3,85.4579,150.5236,0.1778,14.55,0.0078,0.1096,4.6761,255.606,양품
-13.1245,-0.0052,126.9231,-6274.75,67.8222,0.0,0.0478,0.076,15.77,554.0,3.7293,15.73,0.9271,1.8947,,8.6309,12.06,3.18,319.0,-0.0357,0.8764,33.1245,3090.25,5.2679,0.0,1014.2878,0.83,0.9331,12.24,13.4659,31.7364,4.7457,0.0353,20.581,38.4775,2.891,643.1373,43.9105,22.45,9077.3699,86.7969,3.1,84.818,145.3982,0.2503,78.31,0.0078,0.1096,4.64,264.272,양품
-10.8745,-0.0043,41.6185,-5529.25,63.3111,0.1419,0.0529,0.067,15.8,2940.0,5.0754,15.76,0.8893,1.9773,,8.8945,17.6,3.093,240.0,0.0225,0.8434,30.8745,3284.0,4.5056,0.0,1004.8728,1.01,0.9343,12.48,48.4181,26.4028,4.7534,0.0209,22.808,60.8761,2.828,948.1481,38.597,16.48,9047.4899,88.2894,3.1,83.8465,148.1464,0.2503,74.84,0.0078,0.1096,3.2538,,양품
-13.3573,-0.0059,84.5666,-5442.25,68.1556,-0.0946,0.0427,0.14,15.83,328.0,5.0243,15.76,1.163,2.0183,,8.6309,15.89,3.987,311.0,-0.0016,0.7536,33.3573,2660.25,14.0406,0.0,1002.6104,1.63,0.9317,16.97,44.3225,21.1246,4.7201,0.0454,23.85,38.2563,2.677,0.0,41.8842,23.44,9021.67,86.7969,2.2,84.818,143.2891,0.3094,78.31,0.0078,0.1096,3.5033,264.272,양품
-2.2809,-0.0052,89.3204,-6149.25,68.0444,0.0,0.0443,0.079,15.77,498.0,4.1319,15.73,0.9271,1.901,,9.8481,13.37,3.18,387.0,-0.0006,0.8764,22.2809,3124.25,4.4218,0.0,1014.2878,0.98,0.9339,11.87,22.1599,28.5245,4.7172,0.0367,18.886,391.5106,2.891,0.0,26.5902,13.84,9136.1001,86.8388,3.1,85.1572,146.8818,0.2212,64.83,0.0078,0.1096,4.6309,264.272,양품
4.9745,-0.0062,65.996,-5664.0,62.7889,0.7569,0.1085,0.151,15.73,553.0,6.13,15.74,0.9744,1.9855,0.1286,9.0998,16.64,2.723,656.0,0.0244,0.83,35.0255,2579.25,13.2758,0.0,1005.8207,1.51,0.9163,20.86,18.7042,32.0718,4.472,-0.033,35.4969,146.5461,2.884,381.8182,46.6654,21.52,8641.0299,88.24,4.2,85.7375,149.9491,0.2024,13.77,0.0078,0.1096,3.4069,243.716,불량
0.3764,-0.0052,69.0647,-5527.0,69.9333,0.1419,0.0728,0.126,15.8,207.0,5.3784,15.76,0.8893,2.0035,,8.6309,17.93,3.093,476.0,0.0107,0.8434,19.6236,2576.0,3.6439,0.0,1004.8728,0.67,0.9329,6.0,32.0551,14.6145,4.6792,0.0469,6.119,0.0,2.828,519.2982,24.847,15.35,8579.55,86.7969,2.1,84.818,146.0373,1.1022,78.31,0.0078,0.1096,3.4936,243.316,양품
27.4136,-0.0048,77.6903,-5376.25,63.7889,0.0,0.1178,0.17,15.77,577.0,6.987,15.73,0.9271,1.9697,0.0343,9.0998,23.32,3.18,410.0,0.0335,0.8764,12.5864,2587.25,4.4757,0.0,1014.2878,1.88,0.9188,24.1,25.0134,12.9837,4.514,-0.035,38.413,21.6316,2.891,0.0,19.9389,23.16,8611.2201,88.24,3.3,85.7375,147.1009,0.366,13.77,0.0078,0.1096,3.2464,261.144,불량
-10.1291,-0.0047,86.7725,-2595.0,65.5778,0.0946,0.1336,0.944,15.79,3363.0,4.313,15.79,1.021,0.888,,8.8249,15.66,3.742,5978.0,0.0419,0.779,30.1291,1455.5,9.87,0.0,1010.4211,1.04,0.9326,16.44,26.9027,27.2246,4.7045,-0.01,15.731,90.5313,2.745,0.0,39.6821,18.4,8701.0799,86.8889,1.8,85.6591,154.5673,0.2349,,0.0078,0.1096,3.5159,,양품
-11.4709,-0.0037,202.7397,-6355.25,68.9444,-0.0946,0.0696,0.079,15.83,543.0,5.4805,15.76,1.163,1.8885,,9.8481,16.64,3.987,342.0,-0.0036,0.7536,31.4709,3042.25,11.8339,0.0,1002.6104,1.28,0.9331,12.63,30.5985,19.1,4.7407,0.0124,20.951,31.9068,2.677,0.0,39.091,13.02,9184.7201,86.8388,3.0,85.1572,142.1773,0.2503,64.83,0.0078,0.1096,4.6121,245.686,양품
3.8964,-0.0054,64.9652,-4592.0,67.8,0.1419,0.1072,0.146,15.66,632.0,4.9096,15.69,0.9318,1.9918,,8.6942,13.94,3.663,2484.0,-0.0036,0.7454,16.1036,2739.5,11.8975,0.0,995.2842,1.56,0.9284,9.44,61.9111,11.4237,4.6858,-0.0224,16.825,182.9911,2.593,0.0,21.9235,15.57,9444.11,86.8448,1.8,85.0716,147.08,0.2455,76.33,0.0078,0.1096,3.3383,,양품
12.8982,-0.0047,74.6667,-1480.75,61.3333,0.2365,0.1193,0.926,15.79,2438.0,5.4567,15.75,0.9933,0.4385,0.0265,9.2007,17.48,3.51,5923.0,0.06,0.8374,27.1018,609.5,4.7401,0.0,1003.8518,1.5,0.9341,14.16,47.8124,10.8136,4.7581,-0.0635,23.956,46.3631,2.797,0.0,34.6022,25.14,8538.2901,88.3312,3.2,85.0922,142.9082,0.4371,74.57,0.0078,0.1096,3.4941,243.178,불량
0.4836,-0.0018,126.8966,-5753.5,65.5889,0.7569,0.1443,0.12,15.73,248.0,5.4037,15.74,0.9744,1.991,0.1903,8.6324,15.77,2.723,722.0,0.0545,0.83,39.5164,2743.0,9.5362,0.0,1005.8207,2.05,0.9154,14.03,26.1184,32.7664,4.45,-0.0414,38.368,0.0,2.884,393.6508,49.9263,18.08,8343.17,87.0354,1.5,85.0856,147.2464,0.2972,76.99,0.0078,0.1096,3.4193,,양품
12.3073,-0.0049,123.5443,-5345.0,64.1333,0.1419,0.123,0.14,15.8,399.0,5.5162,15.76,0.8893,2.0057,0.0592,9.1502,17.69,3.093,275.0,0.0232,0.8434,27.6927,2614.0,5.1672,0.0,1004.8728,,0.9341,22.81,42.0382,13.2064,4.7581,-0.0366,25.141,65.0022,2.828,851.6129,34.9855,,8932.8999,88.2074,3.3,85.6626,144.6609,0.389,72.29,0.0078,0.1096,3.3009,244.482,불량
21.7573,-0.0054,171.1628,-7150.25,63.1333,0.1419,0.0445,0.09,15.8,551.0,5.5,15.76,0.8893,1.8827,0.0829,9.094,16.79,3.093,1661.0,0.008,0.8434,18.2427,2998.0,6.1867,0.0,1004.8728,1.3,0.9332,17.36,57.7848,13.1337,4.7217,-0.0327,16.346,35.8041,2.828,245.7516,21.8247,22.27,8438.2601,88.1608,4.7,85.2575,144.0245,0.1837,13.92,0.0078,0.1096,4.5949,242.286,불량
10.0236,-0.0062,60.1626,-5500.0,66.7,-0.1892,0.0996,0.06,15.72,289.0,5.3995,15.72,1.168,1.999,0.0752,8.5155,17.25,4.147,608.0,0.0213,0.7138,29.9764,2665.5,14.6304,0.0,998.641,1.06,0.9359,20.84,55.783,13.1382,4.5579,-0.0662,38.326,99.9638,2.617,0.0,38.1045,20.6,8578.82,87.1407,2.6,85.597,142.3473,0.2694,78.67,0.0078,0.1096,3.4087,262.684,양품
8.0636,-0.0067,56.7164,-4781.5,67.7222,-0.1892,0.0815,0.094,15.72,357.0,4.4058,15.72,1.168,2.0265,0.0216,8.872,13.3,4.147,3453.0,0.0055,0.7138,31.9364,2572.75,9.9939,0.0,998.641,1.06,0.9359,17.7,39.6163,13.46,4.5579,-0.0634,33.88,77.2606,2.617,529.7297,39.8719,13.98,9122.5701,87.0389,1.7,84.533,144.0736,0.4387,77.67,0.0078,0.1096,3.4074,262.798,양품
2.0427,-0.0055,101.8182,-5336.5,63.7556,-0.1892,0.1216,0.098,15.72,161.0,5.3712,15.72,1.168,1.9995,0.0805,9.2362,17.85,4.147,439.0,0.0187,0.7138,37.9573,2650.75,12.7786,0.0,998.641,0.45,0.9334,15.35,32.8168,27.8945,4.7172,-0.069,32.54,364.219,2.617,0.0,48.6919,19.31,9905.5399,87.2687,2.3,84.2845,149.5264,0.4321,62.65,0.0078,0.1096,3.3187,,양품
17.4,-0.0046,157.377,-6112.25,67.4,-0.1419,0.0983,0.184,15.77,313.0,4.9574,15.75,1.172,1.9995,0.0593,8.8287,17.04,4.484,2426.0,0.0293,0.7085,22.6,2661.5,6.0457,0.0,1003.243,0.59,0.9359,20.38,31.099,11.9518,4.5579,-0.0474,35.262,42.8736,2.653,0.0,30.1062,14.17,9309.2001,87.0337,2.2,86.4478,139.4464,0.5405,78.11,0.0078,0.1096,3.4449,262.938,양품
3.28,-0.004,160.4938,-5646.5,64.7333,-0.1892,0.0899,0.11,15.72,582.0,4.9891,15.72,1.168,1.992,0.0174,8.6324,14.93,4.147,236.0,0.0097,0.7138,36.72,2662.25,13.377,0.0,998.641,2.09,0.9334,14.91,27.0481,28.9772,4.7172,-0.0664,30.923,223.7805,2.617,475.6757,47.3726,19.24,8609.75,87.0354,2.0,85.0856,150.5927,0.2942,76.99,0.0078,0.1096,3.5311,259.348,양품
9.2527,-0.006,95.5975,-3345.75,66.5444,-0.1419,0.0766,0.945,15.64,3132.0,3.9714,15.7,1.012,0.885,,8.6942,14.46,3.865,7599.0,0.0128,0.6925,10.7473,1397.0,10.7258,0.0,998.6588,1.19,,8.54,37.189,7.3772,,0.0102,15.687,48.202,2.931,0.0,15.1094,16.43,8733.7801,86.8448,2.0,85.0716,146.2682,0.2435,76.33,0.0104,0.1149,3.4886,,양품
-17.3591,-0.0084,33.383,-2668.5,64.7889,0.0482,0.109,0.935,15.8,3635.0,4.5489,15.76,1.459,0.8855,,8.8249,15.97,4.66,5704.0,0.0013,0.6955,37.3591,1538.25,4.4001,0.0,992.5579,1.52,0.9307,11.54,45.8234,35.1191,4.6523,0.0113,20.79,58.1252,2.727,0.0,47.6581,23.75,9383.1398,86.8889,1.8,85.6591,151.3527,0.3492,,0.0078,0.1096,3.4837,260.794,양품
-9.4964,-0.0032,86.8217,-6377.0,64.9,0.0482,0.0579,0.119,15.8,598.0,4.9675,15.76,1.459,1.8818,,9.043,17.23,4.66,374.0,-0.0073,0.6955,29.4964,3044.5,4.9195,0.0,992.5579,0.38,0.9332,19.24,23.9014,23.77,4.6761,0.0266,34.858,90.7716,2.727,0.0,37.1656,21.16,9010.7899,86.5358,4.6,86.1197,150.0309,0.2431,78.68,0.0078,0.1096,4.6413,261.33,양품
-7.9627,-0.0057,124.5614,-5440.25,65.4444,0.0482,0.0501,0.116,15.8,550.0,3.8465,15.76,1.459,1.9755,,8.8945,11.99,4.66,426.0,0.0194,0.6955,27.9627,2633.5,5.1365,0.0,992.5579,,0.9308,10.39,59.5091,14.8954,4.7162,-0.001,21.555,103.6077,2.727,728.8889,30.2755,,9019.7198,88.2894,3.2,83.8465,152.3991,0.2503,74.84,0.0078,0.1096,3.3144,,양품
