log_id,recorded_at,warehouse,zone,temp_main_C,temp_return_C,humidity_pct,door_open_sec,compressor_hz,defrost_min,power_kw,disposal
CL02774,2026-08-16 09:45,A,냉동1,-18.19,-15.39,77.0,58.0,47.9,0.0,3.211,정상
CL02246,2026-08-01 19:19,A,냉동2,-17.5,-14.47,88.4,55.0,46.6,0.0,3.578,정상
CL00417,2026-06-12 07:13,A,냉동3,-17.79,-15.22,84.7,23.0,47.1,0.0,3.7,정상
CL01188,2026-07-03 04:20,B,냉동2,-19.08,-16.36,92.1,7.0,35.6,19.0,3.171,정상
CL02805,2026-08-17 05:06,B,냉동2,-18.06,-15.29,89.6,5.0,37.3,0.0,3.113,정상
CL02309,2026-08-03 08:50,B,냉동2,-18.09,-14.88,96.3,130.0,49.2,12.9,3.937,정상
CL01043,2026-06-29 11:20,B,냉동3,-17.72,-14.5,83.7,22.0,55.0,0.0,4.335,정상
CL00117,2026-06-04 08:00,C,냉동2,-17.92,-15.7,93.2,57.0,49.8,0.0,3.586,정상
CL01874,2026-07-22 19:52,A,냉동1,-17.59,-14.9,89.7,63.0,47.5,24.5,4.421,정상
CL03374,2026-09-02 06:16,A,냉동1,-18.62,-15.92,80.8,8.0,38.6,0.0,3.152,정상
CL01666,2026-07-17 00:55,B,냉동2,-14.9,-12.69,82.7,9.0,59.7,0.0,4.354,폐기
CL02549,2026-08-10 06:29,B,냉동1,-18.07,-15.85,82.2,6.0,45.9,0.0,3.489,정상
CL00325,2026-06-10 02:08,B,냉동2,-17.72,-15.46,76.1,24.0,46.5,0.0,3.773,정상
CL03138,2026-08-26 15:34,C,냉동3,-18.32,-15.39,83.7,64.0,50.4,17.1,4.863,정상
CL01222,2026-07-04 05:40,C,냉동3,-18.54,-16.46,84.6,12.0,41.7,0.0,3.341,정상
CL02700,2026-08-14 09:56,A,냉동2,-18.52,-15.01,80.6,138.0,39.5,0.0,3.149,정상
CL02664,2026-08-13 10:09,B,냉동1,-17.5,-15.17,84.3,19.0,49.6,21.4,4.456,정상
CL03106,2026-08-25 14:26,A,냉동2,-17.32,-14.01,82.0,35.0,40.9,0.0,3.246,정상
CL00409,2026-06-12 03:02,A,냉동2,-19.3,-17.24,77.1,6.0,40.9,0.0,2.991,정상
CL02797,2026-08-17 00:45,B,냉동1,-18.67,-15.7,81.9,9.0,38.9,0.0,2.943,정상
CL03402,2026-09-03 02:21,A,냉동3,-18.91,-16.26,86.3,8.0,37.6,24.5,3.39,정상
CL02009,2026-07-26 10:53,C,냉동1,-18.76,-16.2,80.6,19.0,46.8,0.0,3.472,정상
CL02022,2026-07-26 15:55,A,냉동2,-18.01,-15.45,81.1,96.0,45.4,25.7,3.815,정상
CL03381,2026-09-02 10:44,C,냉동2,-18.08,-15.59,85.2,89.0,45.1,0.0,4.037,정상
CL02264,2026-08-02 02:45,A,냉동3,-17.79,-15.77,81.8,2.0,50.3,0.0,3.138,정상
CL02732,2026-08-15 07:30,A,냉동3,-19.15,-16.38,89.9,41.0,32.3,0.0,2.529,정상
CL03137,2026-08-26 14:34,A,냉동1,-18.85,-15.42,87.7,39.0,36.9,22.7,3.519,정상
CL02072,2026-07-27 23:20,B,냉동2,-18.37,-15.94,82.3,8.0,42.2,0.0,3.21,정상
CL01507,2026-07-12 07:01,B,냉동1,-17.78,-14.77,80.4,17.0,52.8,0.0,4.031,정상
CL01508,2026-07-12 07:11,A,냉동3,-18.56,-15.53,85.0,6.0,49.9,0.0,3.738,정상
CL02789,2026-08-16 16:56,B,냉동2,-18.44,-15.42,87.0,47.0,43.1,0.0,3.329,정상
CL02574,2026-08-11 02:01,A,냉동3,-18.15,-14.94,81.0,12.0,54.2,0.0,4.583,정상
CL00932,2026-06-26 16:52,B,냉동1,-18.11,-15.4,88.2,98.0,51.7,0.0,4.143,정상
CL02435,2026-08-06 23:05,A,냉동2,-18.81,-16.6,84.7,8.0,45.0,0.0,2.982,정상
CL02099,2026-07-28 14:31,B,냉동3,-16.85,-14.05,75.7,50.0,58.8,0.0,4.352,정상
CL00603,2026-06-17 15:56,B,냉동2,-16.88,-14.02,86.5,126.0,46.9,0.0,3.486,정상
CL03346,2026-09-01 13:04,A,냉동2,-17.84,-14.3,84.0,94.0,45.4,21.1,4.18,정상
CL03152,2026-08-27 00:43,B,냉동3,-18.08,-14.85,86.2,3.0,43.1,0.0,3.559,정상
CL01919,2026-07-24 04:44,A,냉동2,-18.1,-15.75,80.8,30.0,47.9,0.0,4.009,정상
CL01571,2026-07-14 03:39,C,냉동2,-18.45,-15.93,79.2,1.0,34.2,0.0,2.6,정상
CL02874,2026-08-19 02:54,A,냉동2,-17.68,-15.19,82.9,7.0,40.4,0.0,3.072,정상
CL02635,2026-08-12 16:55,A,냉동1,-17.97,-14.78,79.0,26.0,46.4,0.0,3.652,정상
CL01879,2026-07-22 23:48,B,냉동3,-19.07,-16.16,85.1,14.0,39.4,0.0,3.213,정상
CL00412,2026-06-12 04:19,A,냉동2,-18.38,-15.86,73.9,16.0,42.5,0.0,3.378,정상
CL01713,2026-07-18 06:23,C,냉동1,-18.03,-14.83,82.4,2.0,40.0,0.0,3.258,정상
CL00709,2026-06-20 14:16,A,냉동2,-17.48,-15.22,82.5,26.0,55.3,0.0,4.6,정상
CL00871,2026-06-25 04:29,A,냉동2,-16.79,-13.88,89.6,7.0,50.7,0.0,3.818,정상
CL00375,2026-06-11 08:33,C,냉동1,-17.85,-14.56,94.8,162.0,42.2,0.0,3.381,정상
CL03119,2026-08-26 00:55,A,냉동3,-18.3,-16.13,87.0,22.0,52.6,0.0,3.608,정상
CL00310,2026-06-09 15:36,B,냉동2,-17.3,-14.54,81.5,36.0,45.9,0.0,3.381,정상
CL03213,2026-08-28 17:03,B,냉동3,-18.04,-15.51,93.5,37.0,54.3,0.0,4.103,정상
CL00837,2026-06-24 02:31,C,냉동1,-18.73,-16.04,85.4,8.0,42.6,0.0,2.941,정상
CL01173,2026-07-02 21:50,A,냉동2,-18.41,-15.75,77.9,7.0,54.3,0.0,4.073,정상
CL01793,2026-07-20 15:24,B,냉동2,-17.93,-15.4,91.8,38.0,48.4,0.0,3.602,정상
CL00284,2026-06-08 23:17,B,냉동1,-18.41,-15.61,79.0,9.0,47.7,0.0,3.759,정상
CL01579,2026-07-14 07:08,A,냉동1,-17.59,-14.83,80.2,19.0,48.6,0.0,3.909,정상
CL01104,2026-07-01 02:53,B,냉동1,-18.48,-16.22,79.8,1.0,49.4,23.3,4.74,정상
CL00367,2026-06-11 03:44,A,냉동2,-18.02,-15.31,87.5,17.0,48.2,18.4,4.028,정상
CL03390,2026-09-02 17:23,B,냉동1,-17.88,-15.98,88.5,21.0,43.8,0.0,3.139,정상
CL01817,2026-07-21 07:24,C,냉동1,-17.23,-14.19,88.1,55.0,50.0,0.0,4.319,정상
CL02957,2026-08-21 09:59,A,냉동3,-18.04,-15.36,89.0,48.0,64.9,20.3,5.921,정상
CL01042,2026-06-29 11:13,A,냉동2,-18.28,-15.16,81.0,55.0,48.8,0.0,4.089,정상
CL01214,2026-07-03 23:02,B,냉동1,-17.56,-15.37,87.0,18.0,47.6,0.0,3.092,정상
CL03348,2026-09-01 14:20,A,냉동3,-18.42,-15.27,87.2,121.0,45.6,0.0,3.726,정상
CL01885,2026-07-23 04:22,A,냉동3,-17.51,-14.8,80.3,1.0,50.0,0.0,4.247,정상
CL02962,2026-08-21 13:38,C,냉동2,-18.7,-16.0,80.9,62.0,40.8,0.0,3.093,정상
CL01412,2026-07-09 17:51,C,냉동2,-18.75,-16.59,74.8,38.0,38.0,0.0,2.543,정상
CL03077,2026-08-25 00:34,A,냉동2,-18.44,-15.75,80.7,10.0,36.7,0.0,2.92,정상
CL00738,2026-06-21 08:48,C,냉동3,-17.62,-15.14,83.7,28.0,46.0,0.0,3.388,정상
CL01063,2026-06-30 02:38,B,냉동1,-18.29,-15.68,81.3,3.0,46.4,0.0,3.377,정상
CL00548,2026-06-16 08:11,C,냉동3,-17.56,-14.96,84.1,34.0,50.5,0.0,3.873,정상
CL01619,2026-07-15 11:03,A,냉동1,-17.78,-15.31,87.5,43.0,58.9,0.0,4.624,정상
CL00119,2026-06-04 08:27,B,냉동1,-18.37,-16.2,87.3,24.0,49.8,0.0,3.805,정상
CL01800,2026-07-20 21:16,C,냉동3,-17.77,-14.76,88.2,11.0,47.7,0.0,3.87,정상
CL00250,2026-06-08 06:33,A,냉동2,-18.69,-15.91,81.8,23.0,47.2,24.1,3.905,정상
CL02268,2026-08-02 04:13,C,냉동3,-18.87,-16.36,87.4,10.0,43.2,0.0,3.031,정상
CL01728,2026-07-18 18:48,A,냉동1,-18.34,-15.37,80.7,76.0,45.1,0.0,3.35,정상
CL00183,2026-06-06 06:10,A,냉동3,-18.0,-14.81,95.6,31.0,46.4,0.0,3.646,정상
CL02680,2026-08-13 21:30,C,냉동3,-18.76,-16.43,82.0,3.0,42.3,0.0,3.75,정상
CL02063,2026-07-27 17:11,A,냉동2,-17.35,-13.85,80.7,26.0,50.6,0.0,3.87,정상
CL02759,2026-08-16 02:21,A,냉동2,-18.34,-15.66,79.6,2.0,45.4,0.0,3.543,정상
CL00443,2026-06-13 01:48,A,냉동3,-18.18,-15.6,90.6,14.0,47.1,0.0,2.97,정상
CL02536,2026-08-09 22:07,C,냉동1,-18.64,-16.59,83.3,10.0,49.3,0.0,3.632,정상
CL02489,2026-08-08 14:08,B,냉동1,-18.14,-15.46,80.6,61.0,54.0,0.0,4.221,정상
CL02585,2026-08-11 07:38,C,냉동3,-17.82,-15.59,83.8,4.0,51.4,0.0,3.77,정상
CL03248,2026-08-30 00:25,C,냉동2,-18.47,-15.55,86.4,34.0,44.9,23.5,4.291,정상
CL00290,2026-06-09 02:22,A,냉동1,-18.09,-15.58,80.9,6.0,41.9,21.9,3.828,정상
CL00602,2026-06-17 15:47,C,냉동1,-17.85,-15.56,85.9,6.0,46.7,0.0,3.372,정상
CL01071,2026-06-30 05:31,A,냉동1,-18.49,-15.77,84.9,0.0,34.0,0.0,2.716,정상
CL00414,2026-06-12 05:25,B,냉동3,-17.14,-13.84,86.1,11.0,58.5,12.6,4.269,정상
CL00011,2026-06-01 04:48,B,냉동1,-17.8,-15.25,84.3,12.0,47.1,0.0,3.892,정상
CL02921,2026-08-20 10:42,B,냉동2,-18.04,-14.96,83.2,37.0,50.3,20.7,3.872,정상
CL00382,2026-06-11 12:39,B,냉동1,-17.94,-15.3,82.6,35.0,52.4,16.2,4.451,정상
CL03193,2026-08-28 05:14,B,냉동1,-18.1,-15.95,91.6,31.0,49.7,0.0,3.524,정상
CL02242,2026-08-01 16:25,C,냉동1,-18.25,-15.25,85.6,70.0,50.2,0.0,3.758,정상
CL01223,2026-07-04 05:57,B,냉동2,-18.06,-15.1,84.9,4.0,46.8,24.1,3.806,정상
CL02281,2026-08-02 10:38,C,냉동2,-18.42,-15.82,82.6,52.0,43.3,0.0,3.349,정상
CL00704,2026-06-20 10:52,A,냉동1,-17.58,-14.71,84.3,23.0,52.5,0.0,4.11,정상
CL02513,2026-08-09 06:24,B,냉동2,-18.81,-15.64,80.8,9.0,44.9,0.0,3.647,정상
CL01523,2026-07-12 19:38,B,냉동2,-18.22,-15.81,82.0,20.0,42.4,0.0,3.502,정상
CL01105,2026-07-01 03:45,C,냉동3,-19.04,-16.86,90.9,5.0,45.0,0.0,3.368,정상
CL01054,2026-06-29 21:49,C,냉동3,-18.51,-15.13,81.6,7.0,35.3,0.0,2.824,정상
CL02988,2026-08-22 09:41,A,냉동1,-17.78,-14.8,87.0,47.0,51.7,0.0,3.761,정상
CL00686,2026-06-19 20:45,B,냉동1,-17.66,-14.9,83.1,14.0,51.9,14.2,,정상
CL02149,2026-07-30 01:17,A,냉동2,-18.81,-15.66,83.5,1.0,42.4,0.0,2.854,정상
CL02294,2026-08-02 18:47,C,냉동2,-18.45,-15.24,79.6,97.0,47.0,0.0,3.794,정상
CL03043,2026-08-23 23:24,A,냉동3,-18.82,-16.57,83.7,12.0,51.0,0.0,3.942,정상
CL02955,2026-08-21 07:51,B,냉동1,-18.31,-15.67,85.1,8.0,58.5,0.0,4.726,정상
CL02859,2026-08-18 16:06,B,냉동1,-17.93,-15.1,,38.0,45.1,17.7,3.774,정상
CL03169,2026-08-27 11:55,C,냉동1,-18.14,-15.42,96.8,47.0,46.1,0.0,3.186,정상
CL01327,2026-07-07 07:51,A,냉동1,-18.27,-16.64,88.4,9.0,45.9,0.0,3.894,정상
CL00350,2026-06-10 19:17,A,냉동3,-18.24,-16.24,89.1,45.0,49.1,0.0,3.744,정상
CL03023,2026-08-23 13:00,B,냉동2,-17.37,-14.66,84.1,32.0,40.3,0.0,2.746,정상
CL01110,2026-07-01 07:59,A,냉동1,-18.5,-15.8,85.2,7.0,47.5,0.0,3.694,정상
CL00260,2026-06-08 10:09,A,냉동1,-18.53,-15.6,87.2,105.0,50.1,0.0,3.5,정상
CL02359,2026-08-04 17:56,C,냉동1,-18.58,-15.83,83.8,5.0,43.0,0.0,3.169,정상
CL00802,2026-06-23 04:22,A,냉동3,-17.99,-15.66,83.7,13.0,48.0,0.0,4.112,정상
CL01876,2026-07-22 21:09,B,냉동3,-18.26,-15.37,78.7,4.0,44.8,20.8,3.729,정상
CL01216,2026-07-04 01:18,A,냉동1,-17.67,-15.07,78.7,10.0,45.3,0.0,3.585,정상
CL00804,2026-06-23 05:08,B,냉동3,-19.63,-17.77,84.8,14.0,36.2,0.0,3.076,정상
CL02972,2026-08-21 21:07,B,냉동2,-18.73,-16.02,79.2,15.0,44.4,0.0,3.294,정상
CL00784,2026-06-22 15:08,B,냉동3,-18.34,-15.99,80.6,20.0,47.5,0.0,3.715,정상
CL00894,2026-06-25 19:22,A,냉동2,-18.22,-14.98,87.4,12.0,45.3,0.0,3.662,정상
CL02303,2026-08-03 05:01,B,냉동2,-17.38,-14.04,91.2,68.0,44.7,12.2,3.547,정상
CL00568,2026-06-16 20:44,A,냉동1,-18.23,-15.79,80.6,8.0,42.3,0.0,3.185,정상
CL03311,2026-08-31 15:09,C,냉동2,-17.67,-15.09,82.8,17.0,48.3,0.0,4.0,정상
CL01483,2026-07-11 13:59,C,냉동3,-17.71,-14.94,86.1,20.0,47.2,0.0,3.42,정상
CL02253,2026-08-01 21:31,B,냉동3,-16.77,-14.48,77.6,2.0,48.8,0.0,3.644,정상
CL02937,2026-08-20 19:55,C,냉동1,-18.26,-15.87,89.9,111.0,43.3,0.0,3.611,정상
CL03392,2026-09-02 17:57,A,냉동3,-17.94,-15.41,81.9,29.0,35.0,0.0,2.375,정상
CL01681,2026-07-17 10:58,C,냉동2,-18.13,-15.07,86.3,34.0,46.5,0.0,3.703,정상
CL01469,2026-07-11 02:31,C,냉동2,-18.77,-15.27,80.1,6.0,42.6,0.0,3.729,정상
CL02333,2026-08-04 00:56,C,냉동2,-19.82,-17.43,81.1,20.0,34.8,20.4,,정상
CL01960,2026-07-25 00:31,A,냉동3,-17.77,-15.49,79.2,1.0,47.2,0.0,4.222,정상
CL01292,2026-07-06 09:28,C,냉동1,-18.62,-16.0,80.7,59.0,42.7,0.0,3.53,정상
CL01179,2026-07-03 00:05,A,냉동1,-18.5,-15.58,86.9,7.0,42.4,0.0,3.179,정상
CL01127,2026-07-01 20:49,B,냉동2,-18.51,-16.19,,15.0,48.7,15.4,4.016,정상
CL00243,2026-06-08 02:04,A,냉동2,-18.66,-16.35,77.6,10.0,42.8,0.0,3.369,정상
CL02312,2026-08-03 10:48,C,냉동3,-17.77,-15.04,91.1,85.0,48.3,0.0,3.741,정상
CL01863,2026-07-22 13:42,A,냉동1,-17.43,-14.4,90.2,78.0,46.9,0.0,3.574,정상
CL00693,2026-06-20 02:05,A,냉동1,-17.65,-14.56,87.1,2.0,58.2,0.0,4.127,정상
CL02715,2026-08-14 17:52,A,냉동1,-18.03,-14.97,89.3,37.0,41.7,0.0,3.295,정상
CL01152,2026-07-02 11:51,C,냉동3,-18.56,-16.14,86.0,34.0,39.7,11.5,3.677,정상
CL00556,2026-06-16 12:43,C,냉동2,-19.3,-16.9,83.9,114.0,42.4,0.0,3.331,정상
CL00292,2026-06-09 03:28,B,냉동1,-17.77,-15.35,80.7,3.0,48.9,0.0,3.741,정상
CL01617,2026-07-15 09:32,A,냉동1,-17.88,-15.25,89.7,40.0,49.0,21.7,3.867,정상
CL01146,2026-07-02 05:30,B,냉동1,-18.45,-15.91,81.7,18.0,43.4,0.0,3.338,정상
CL03406,2026-09-03 04:32,A,냉동2,-18.32,-15.44,85.2,42.0,40.6,0.0,3.499,정상
CL02372,2026-08-05 04:43,A,냉동1,-18.29,-16.44,82.7,20.0,49.4,0.0,4.076,정상
CL01685,2026-07-17 14:12,A,냉동1,-17.4,-14.16,78.0,49.0,50.2,0.0,3.72,정상
CL02640,2026-08-12 20:24,C,냉동3,-17.45,-14.11,91.0,8.0,49.1,0.0,4.132,정상
CL03070,2026-08-24 16:28,B,냉동2,-17.55,-14.39,83.8,75.0,50.6,0.0,3.799,정상
CL00256,2026-06-08 08:59,C,냉동3,-18.15,-15.45,92.2,39.0,32.6,0.0,2.637,정상
CL02844,2026-08-18 09:00,C,냉동1,-17.7,-15.19,83.6,35.0,44.1,0.0,2.933,정상
CL02567,2026-08-10 20:59,B,냉동1,-18.83,-15.78,82.4,2.0,38.4,0.0,3.407,정상
CL02867,2026-08-18 20:26,A,냉동1,-17.68,-14.89,92.8,11.0,46.3,0.0,3.575,정상
CL01852,2026-07-22 04:55,B,냉동1,-18.95,-17.25,91.1,18.0,46.1,0.0,3.881,정상
CL02270,2026-08-02 05:18,B,냉동1,-18.72,-16.18,84.3,14.0,40.0,0.0,3.188,정상
CL01459,2026-07-10 20:46,C,냉동3,-18.33,-15.18,87.9,19.0,47.4,0.0,,정상
CL02059,2026-07-27 13:58,A,냉동3,-17.85,-15.5,89.2,87.0,42.9,0.0,2.934,정상
CL02412,2026-08-06 09:39,A,냉동2,-17.87,-14.56,88.9,10.0,49.7,20.8,,정상
CL00877,2026-06-25 08:02,A,냉동3,-17.58,-15.45,94.4,21.0,42.0,16.3,3.335,정상
CL01670,2026-07-17 03:34,A,냉동1,-18.67,-16.04,82.8,14.0,42.6,0.0,3.368,정상
CL01799,2026-07-20 19:24,B,냉동1,-18.37,-16.09,88.3,14.0,49.5,0.0,4.131,정상
CL01456,2026-07-10 18:54,C,냉동1,-17.78,-14.85,84.3,45.0,51.1,0.0,4.03,정상
CL01366,2026-07-08 10:58,C,냉동1,-18.48,-15.73,89.8,31.0,42.7,0.0,3.011,정상
CL01131,2026-07-01 23:32,B,냉동2,-18.48,-15.7,81.6,16.0,37.9,0.0,2.814,정상
CL02827,2026-08-17 21:02,A,냉동1,-19.21,-16.89,83.5,11.0,34.0,0.0,2.578,정상
CL00897,2026-06-25 20:34,A,냉동1,-18.93,-16.23,87.8,23.0,44.9,13.0,3.669,정상
CL01322,2026-07-07 04:41,C,냉동2,-18.1,-15.1,81.7,31.0,44.4,0.0,3.08,정상
CL02856,2026-08-18 15:09,A,냉동2,-18.28,-15.5,80.9,8.0,42.5,0.0,3.235,정상
CL00064,2026-06-02 17:05,A,냉동3,-17.33,-14.56,82.3,32.0,57.9,0.0,4.335,정상
CL02468,2026-08-08 01:29,A,냉동2,-18.2,-15.45,88.9,2.0,43.3,0.0,3.745,정상
CL03128,2026-08-26 09:39,B,냉동2,-17.99,-15.44,80.4,61.0,45.7,0.0,3.644,정상
CL01651,2026-07-16 12:41,C,냉동2,-18.16,-15.73,82.1,26.0,41.9,0.0,3.165,정상
CL00698,2026-06-20 06:35,A,냉동1,-17.74,-14.84,90.0,30.0,48.0,0.0,3.934,정상
CL00657,2026-06-19 02:44,A,냉동2,-17.59,-15.39,81.5,2.0,58.3,0.0,4.373,정상
CL00835,2026-06-24 01:29,A,냉동3,-18.24,-15.05,91.9,5.0,47.4,0.0,4.028,정상
CL02044,2026-07-27 02:22,A,냉동2,-18.28,-16.04,84.4,11.0,41.6,0.0,3.467,정상
CL02304,2026-08-03 05:44,C,냉동1,-17.57,-15.09,84.0,3.0,49.2,0.0,4.111,정상
CL00366,2026-06-11 03:32,A,냉동1,-19.52,-17.21,89.0,3.0,45.2,0.0,3.26,정상
CL02652,2026-08-13 04:36,A,냉동2,-18.4,-15.54,88.3,15.0,39.2,0.0,2.907,정상
CL00124,2026-06-04 12:45,C,냉동3,-16.36,-14.74,82.2,352.0,51.6,0.0,3.953,정상
CL02934,2026-08-20 17:51,C,냉동1,-18.53,-14.95,78.7,18.0,42.4,25.9,3.807,정상
CL00118,2026-06-04 08:09,A,냉동1,-17.31,-14.98,82.1,17.0,47.9,0.0,4.018,정상
CL01234,2026-07-04 12:24,B,냉동2,-17.99,-14.76,88.7,84.0,48.8,0.0,3.612,정상
CL01100,2026-07-01 00:44,A,냉동2,-17.96,-15.84,83.5,2.0,52.8,0.0,4.023,정상
CL02236,2026-08-01 13:56,B,냉동1,-18.18,-14.97,87.3,20.0,42.7,14.5,3.459,정상
CL02050,2026-07-27 07:47,B,냉동2,-18.08,-15.95,77.9,23.0,37.6,23.9,3.328,정상
CL02857,2026-08-18 15:38,B,냉동3,-18.17,-14.73,90.9,27.0,43.5,0.0,2.868,정상
CL00386,2026-06-11 14:46,B,냉동3,-17.55,-14.87,84.4,36.0,48.4,18.5,3.809,정상
CL03385,2026-09-02 13:20,A,냉동3,-17.0,-14.15,81.7,54.0,47.6,0.0,4.079,정상
CL02913,2026-08-20 05:05,A,냉동1,-17.12,-14.72,,4.0,53.1,0.0,4.398,정상
CL03250,2026-08-30 02:51,B,냉동3,-18.44,-15.63,90.1,0.0,51.0,0.0,3.971,정상
CL01755,2026-07-19 15:47,C,냉동2,-17.21,-13.88,82.1,57.0,47.1,0.0,3.57,정상
CL03165,2026-08-27 09:57,A,냉동2,-17.93,-14.93,79.1,115.0,48.7,0.0,3.564,정상
CL01014,2026-06-28 20:00,A,냉동3,-18.19,-15.81,83.4,22.0,44.6,0.0,3.96,정상
CL01026,2026-06-29 02:37,C,냉동2,-17.91,-15.57,92.4,0.0,48.7,0.0,3.895,정상
CL01602,2026-07-14 21:20,B,냉동2,-16.16,-14.06,80.8,8.0,65.1,0.0,5.019,정상
CL03036,2026-08-23 18:29,C,냉동1,-17.06,-14.94,85.8,49.0,47.3,0.0,3.577,정상
CL01084,2026-06-30 15:29,C,냉동2,-17.35,-13.63,86.2,72.0,49.1,0.0,3.551,정상
CL03244,2026-08-29 22:19,C,냉동1,-18.0,-15.31,87.5,1.0,51.6,0.0,4.342,정상
CL02722,2026-08-14 22:01,A,냉동2,-18.4,-15.26,82.4,25.0,49.6,0.0,4.008,정상
CL01023,2026-06-29 01:35,C,냉동1,-18.04,-14.46,84.0,26.0,42.9,0.0,3.71,정상
CL01476,2026-07-11 07:00,A,냉동1,-18.43,-15.53,86.2,6.0,48.9,0.0,3.765,정상
CL02691,2026-08-14 02:39,C,냉동2,-18.42,-15.51,83.7,16.0,40.4,0.0,3.057,정상
CL02540,2026-08-10 01:43,B,냉동1,-18.75,-16.55,86.2,19.0,39.6,0.0,3.01,정상
CL02020,2026-07-26 15:22,A,냉동1,-18.36,-16.5,87.1,3.0,38.1,0.0,3.081,정상
CL02053,2026-07-27 10:25,B,냉동2,-18.62,-15.57,88.2,116.0,42.2,0.0,3.619,정상
CL00060,2026-06-02 14:07,A,냉동1,-18.3,-15.78,90.8,16.0,50.4,0.0,4.162,정상
CL00061,2026-06-02 15:29,A,냉동3,-18.1,-15.51,88.6,26.0,50.8,0.0,4.402,정상
CL01881,2026-07-23 00:13,A,냉동1,-18.11,-15.24,82.9,3.0,47.0,0.0,3.836,정상
CL01315,2026-07-07 01:09,C,냉동3,-18.71,-16.22,79.4,17.0,40.5,0.0,3.28,정상
CL01825,2026-07-21 13:44,B,냉동3,-17.26,-14.11,90.4,64.0,62.2,0.0,4.628,정상
CL01586,2026-07-14 11:19,C,냉동2,-17.96,-14.85,84.9,32.0,50.1,0.0,4.11,정상
CL03403,2026-09-03 02:52,C,냉동2,-18.48,-15.71,82.5,9.0,38.0,0.0,2.892,정상
CL00934,2026-06-26 17:56,B,냉동1,-16.96,-14.95,78.3,22.0,50.7,0.0,3.54,정상
CL01696,2026-07-17 20:52,C,냉동3,-18.73,-15.56,88.8,13.0,40.5,0.0,3.551,정상
CL02871,2026-08-19 00:49,C,냉동2,-17.85,-14.33,84.1,40.0,51.8,0.0,4.339,정상
CL02747,2026-08-15 18:26,A,냉동1,-17.39,-14.83,83.6,39.0,53.7,0.0,4.07,정상
CL00999,2026-06-28 13:04,B,냉동1,-17.95,-14.79,88.9,86.0,50.0,0.0,3.965,정상
CL03239,2026-08-29 20:10,A,냉동1,-18.14,-15.41,90.9,3.0,50.0,0.0,3.603,정상
CL01196,2026-07-03 10:26,A,냉동1,-17.61,-15.49,80.8,10.0,47.4,0.0,3.37,정상
CL00754,2026-06-21 19:28,C,냉동3,-17.91,-15.42,92.2,63.0,56.4,0.0,4.111,정상
CL00942,2026-06-26 23:32,B,냉동3,-18.16,-15.27,81.4,25.0,51.1,0.0,3.812,정상
CL01264,2026-07-05 10:02,B,냉동1,-17.92,-14.25,90.8,289.0,55.3,0.0,4.693,정상
CL02583,2026-08-11 06:31,C,냉동3,-17.09,-14.89,83.5,1.0,54.7,0.0,4.375,정상
CL01688,2026-07-17 15:58,C,냉동3,-17.97,-15.18,83.3,81.0,42.8,0.0,3.106,정상
CL00132,2026-06-04 19:54,A,냉동3,-16.74,-13.58,88.6,29.0,53.5,0.0,4.505,정상
CL00037,2026-06-01 23:35,B,냉동1,-17.96,-15.43,80.4,24.0,47.6,0.0,3.459,정상
CL02366,2026-08-05 01:32,C,냉동3,-16.91,-14.14,80.2,1.0,47.7,0.0,3.881,정상
CL01037,2026-06-29 09:30,A,냉동1,-18.69,-16.59,87.9,38.0,48.5,0.0,3.795,정상
CL02529,2026-08-09 17:02,A,냉동2,-17.04,-14.22,80.1,51.0,51.5,0.0,4.232,정상
CL00303,2026-06-09 10:25,C,냉동1,-18.2,-15.71,85.0,108.0,47.6,0.0,3.419,정상
CL03104,2026-08-25 13:00,B,냉동2,-17.69,-14.54,83.9,135.0,42.6,0.0,3.296,정상
CL02984,2026-08-22 06:05,B,냉동2,-18.57,-15.91,94.7,6.0,51.1,25.9,5.006,정상
CL02601,2026-08-11 20:22,B,냉동1,-18.01,-15.63,89.2,11.0,48.7,0.0,3.196,정상
CL03266,2026-08-30 13:02,B,냉동2,-18.54,-16.0,81.9,39.0,43.7,0.0,3.272,정상
CL01203,2026-07-03 15:16,A,냉동2,-19.83,-17.15,85.1,62.0,40.9,0.0,2.861,정상
CL03027,2026-08-23 15:02,B,냉동3,-18.29,-15.91,85.0,50.0,34.6,0.0,2.902,정상
CL02608,2026-08-11 22:35,A,냉동3,-18.4,-15.47,86.2,14.0,38.5,0.0,3.117,정상
CL01286,2026-07-06 06:44,C,냉동3,-18.32,-15.4,88.6,19.0,44.2,0.0,3.481,정상
CL01820,2026-07-21 10:47,C,냉동2,-17.81,-15.17,80.8,50.0,37.7,0.0,3.008,정상
CL02822,2026-08-17 16:40,A,냉동3,-17.06,-14.5,79.3,54.0,57.1,11.2,5.203,정상
CL00010,2026-06-01 04:46,A,냉동1,-18.92,-16.45,87.4,37.0,46.0,0.0,3.549,정상
CL01995,2026-07-26 03:23,B,냉동2,-19.21,-16.85,80.3,4.0,42.3,0.0,3.075,정상
CL02693,2026-08-14 04:38,A,냉동1,-18.65,-15.99,86.3,4.0,48.6,0.0,3.589,정상
CL00131,2026-06-04 18:05,B,냉동2,-18.52,-15.52,83.0,92.0,44.5,0.0,3.889,정상
CL01482,2026-07-11 13:09,A,냉동1,-17.96,-15.58,83.6,74.0,48.2,0.0,4.303,정상
