lot_id,produced_at,plant_code,line_id,shift,product,fill_error,cap_torque,seal_temp,line_speed,ambient_temp,ambient_humidity,result
L00948,2026-04-19 08:12,P-SEOUL-01,F-1,주간,2L,1.31,2.23,180.5,407,18.2,55.3,합격
L00949,2026-04-19 08:45,P-SEOUL-01,F-1,주간,500mL,-0.72,1.99,178.8,398,27.6,44.6,합격
L00950,2026-04-19 10:10,P-SEOUL-01,F-1,주간,500mL,-1.37,1.91,181.6,386,23.0,40.9,합격
L00951,2026-04-19 10:14,P-SEOUL-01,F-3,주간,2L,-0.09,2.58,180.4,399,22.5,50.2,합격
L00952,2026-04-19 10:32,P-SEOUL-01,F-2,주간,500mL,-0.32,2.09,179.1,384,30.1,50.4,합격
L00953,2026-04-19 10:36,P-SEOUL-01,F-2,주간,500mL,-2.02,2.04,181.3,405,21.5,49.2,합격
L00954,2026-04-19 10:53,P-SEOUL-01,F-3,주간,1L,-0.33,1.96,185.3,406,27.3,49.1,합격
L00955,2026-04-19 11:06,P-SEOUL-01,F-1,주간,500mL,-0.06,2.02,176.7,415,27.3,53.4,합격
L00956,2026-04-19 11:06,P-SEOUL-01,F-2,주간,1L,-0.44,2.02,177.7,395,25.1,62.7,합격
L00957,2026-04-19 11:38,P-SEOUL-01,F-1,주간,500mL,-1.21,2.21,177.6,417,23.3,53.8,합격
L00958,2026-04-19 11:41,P-SEOUL-01,F-1,주간,1L,0.21,2.42,179.4,384,25.0,38.8,합격
L00959,2026-04-19 11:49,P-SEOUL-01,F-3,주간,500mL,-1.24,1.92,180.5,391,18.4,58.7,합격
L00960,2026-04-19 11:57,P-SEOUL-01,F-1,주간,1L,-0.04,1.95,180.0,411,23.3,42.8,합격
L00961,2026-04-19 12:39,P-SEOUL-01,F-1,주간,1L,0.12,1.96,184.0,408,22.5,52.8,합격
L00962,2026-04-19 12:46,P-SEOUL-01,F-1,주간,500mL,-2.46,2.2,182.1,405,24.5,50.4,합격
L00963,2026-04-19 13:10,P-SEOUL-01,F-1,주간,500mL,0.07,1.99,182.6,397,25.2,56.3,합격
L00964,2026-04-19 13:17,P-SEOUL-01,F-1,주간,500mL,0.89,2.34,185.4,433,25.6,48.2,합격
L00965,2026-04-19 13:52,P-SEOUL-01,F-2,주간,500mL,-0.92,2.06,181.5,402,25.4,59.6,합격
L00966,2026-04-19 14:24,P-SEOUL-01,F-2,오후,2L,-0.18,2.15,183.4,393,23.2,60.6,합격
L00967,2026-04-19 15:38,P-SEOUL-01,F-1,오후,1L,0.89,2.15,181.7,391,26.2,62.8,합격
L00968,2026-04-19 15:49,P-SEOUL-01,F-2,오후,500mL,0.13,2.03,179.2,409,21.9,63.8,합격
L00969,2026-04-19 16:46,P-SEOUL-01,F-2,오후,500mL,-0.84,2.03,179.8,404,24.9,54.0,합격
L00970,2026-04-19 16:49,P-SEOUL-01,F-2,오후,1L,-0.37,,179.0,392,28.1,46.0,재검
L00971,2026-04-19 17:39,P-SEOUL-01,F-2,오후,500mL,0.11,2.03,178.2,406,26.6,50.6,합격
L00972,2026-04-19 17:45,P-SEOUL-01,F-1,오후,500mL,0.59,2.38,182.6,399,24.8,61.3,합격
L00973,2026-04-19 19:44,P-SEOUL-01,F-3,오후,2L,0.82,2.1,180.0,398,25.5,54.9,합격
L00974,2026-04-19 20:30,P-SEOUL-01,F-2,오후,500mL,-0.45,1.98,181.0,383,25.6,47.9,합격
L00975,2026-04-19 20:36,P-SEOUL-01,F-3,오후,1L,-0.23,1.99,180.7,400,25.6,52.2,합격
L00976,2026-04-19 21:27,P-SEOUL-01,F-2,오후,1L,1.1,1.69,182.9,403,24.0,52.2,합격
L00977,2026-04-19 21:44,P-SEOUL-01,F-1,오후,1L,-1.36,1.84,178.1,409,28.4,54.9,합격
L00978,2026-04-19 21:57,P-SEOUL-01,F-1,오후,500mL,-0.78,1.82,179.6,401,26.0,54.7,합격
L00979,2026-04-19 22:08,P-SEOUL-01,F-3,야간,500mL,1.67,1.88,178.7,381,21.1,56.8,합격
L00980,2026-04-19 22:47,P-SEOUL-01,F-2,야간,500mL,0.55,1.92,180.6,398,23.7,52.3,합격
L00981,2026-04-19 23:12,P-SEOUL-01,F-3,야간,500mL,1.12,2.08,181.8,413,23.6,34.8,합격
L00982,2026-04-19 23:54,P-SEOUL-01,F-3,야간,2L,0.28,2.06,178.9,394,23.1,41.4,합격
L00983,2026-04-20 00:39,P-SEOUL-01,F-3,야간,1L,-0.86,2.0,180.4,410,27.2,42.2,합격
L00984,2026-04-20 01:16,P-SEOUL-01,F-3,야간,1L,0.61,2.2,178.4,400,25.6,51.8,합격
L00985,2026-04-20 01:24,P-SEOUL-01,F-3,야간,2L,-0.6,2.03,180.7,410,23.4,49.5,합격
L00986,2026-04-20 02:22,P-SEOUL-01,F-2,야간,500mL,0.15,1.86,182.2,382,25.0,65.6,합격
L00987,2026-04-20 02:27,P-SEOUL-01,F-2,야간,500mL,-0.15,2.07,183.1,397,21.6,42.5,합격
L00988,2026-04-20 02:45,P-SEOUL-01,F-3,야간,2L,1.13,2.26,177.9,417,24.1,63.3,합격
L00989,2026-04-20 02:57,P-SEOUL-01,F-2,야간,2L,3.47,1.91,177.3,391,19.0,49.4,재검
L00990,2026-04-20 03:02,P-SEOUL-01,F-2,야간,2L,-0.49,2.22,176.4,395,20.4,52.8,합격
L00991,2026-04-20 03:08,P-SEOUL-01,F-2,야간,1L,-1.02,2.05,181.6,394,19.7,65.1,합격
L00992,2026-04-20 04:01,P-SEOUL-01,F-2,야간,500mL,-0.86,2.29,183.1,406,26.1,43.7,합격
L00993,2026-04-20 04:23,P-SEOUL-01,F-2,야간,500mL,-0.24,1.9,177.4,394,22.5,59.7,합격
L00994,2026-04-20 04:25,P-SEOUL-01,F-2,야간,500mL,-1.09,2.13,176.0,424,26.6,49.8,합격
L00995,2026-04-20 05:34,P-SEOUL-01,F-3,야간,1L,1.41,2.02,180.6,386,24.1,35.8,합격
L00996,2026-04-20 05:44,P-SEOUL-01,F-2,야간,2L,0.05,1.87,181.8,383,23.0,54.8,합격
L00997,2026-04-20 06:12,P-SEOUL-01,F-2,주간,1L,-0.99,2.05,183.0,406,25.2,52.9,합격
L00998,2026-04-20 06:24,P-SEOUL-01,F-1,주간,500mL,-0.36,1.94,180.6,420,27.4,62.6,합격
L00999,2026-04-20 06:56,P-SEOUL-01,F-1,주간,500mL,1.63,2.3,176.8,403,24.8,52.6,합격
L01000,2026-04-20 07:13,P-SEOUL-01,F-1,주간,500mL,0.61,2.08,179.4,390,24.3,50.0,합격
L01001,2026-04-20 07:28,P-SEOUL-01,F-1,주간,2L,-0.55,2.18,180.7,403,22.9,39.6,합격
L01002,2026-04-20 07:45,P-SEOUL-01,F-2,주간,500mL,0.13,2.07,180.9,397,26.4,46.1,합격
L01003,2026-04-20 07:55,P-SEOUL-01,F-3,주간,2L,-3.51,2.08,179.1,399,27.1,56.0,재검
L01004,2026-04-20 08:46,P-SEOUL-01,F-3,주간,2L,0.87,1.52,180.0,399,21.4,45.1,재검
L01005,2026-04-20 09:08,P-SEOUL-01,F-1,주간,2L,0.6,2.06,181.5,391,19.0,44.9,합격
L01006,2026-04-20 09:16,P-SEOUL-01,F-1,주간,500mL,2.11,1.96,181.0,383,27.4,56.7,합격
L01007,2026-04-20 09:28,P-SEOUL-01,F-1,주간,1L,0.68,2.18,181.6,411,27.3,50.3,합격
L01008,2026-04-20 09:30,P-SEOUL-01,F-3,주간,500mL,0.62,2.18,180.5,395,26.1,45.4,합격
L01009,2026-04-20 09:40,P-SEOUL-01,F-3,주간,2L,0.3,1.99,180.1,402,25.0,55.6,합격
L01010,2026-04-20 09:52,P-SEOUL-01,F-2,주간,2L,-0.04,,178.2,396,24.1,66.0,재검
L01011,2026-04-20 10:34,P-SEOUL-01,F-2,주간,500mL,3.21,2.07,179.7,407,24.9,44.9,재검
L01012,2026-04-20 10:42,P-SEOUL-01,F-1,주간,2L,0.36,2.28,179.6,396,23.7,48.3,합격
L01013,2026-04-20 10:47,P-SEOUL-01,F-2,주간,2L,-0.67,2.2,180.4,408,20.3,53.2,합격
L01014,2026-04-20 11:06,P-SEOUL-01,F-3,주간,2L,-0.64,2.07,176.6,369,23.0,54.4,합격
L01015,2026-04-20 11:07,P-SEOUL-01,F-1,주간,1L,0.91,,181.2,395,19.0,37.7,합격
L01016,2026-04-20 11:17,P-SEOUL-01,F-2,주간,500mL,-0.3,2.23,182.0,395,17.5,73.4,합격
L01017,2026-04-20 13:02,P-SEOUL-01,F-3,주간,2L,0.22,2.0,182.9,397,24.4,46.3,합격
L01018,2026-04-20 15:54,P-SEOUL-01,F-3,오후,2L,0.66,2.17,181.0,391,25.3,49.9,합격
L01019,2026-04-20 15:55,P-SEOUL-01,F-1,오후,500mL,-0.41,,181.4,388,31.5,55.6,합격
L01020,2026-04-20 15:58,P-SEOUL-01,F-3,오후,500mL,-1.15,2.3,179.6,404,25.2,57.4,합격
L01021,2026-04-20 16:01,P-SEOUL-01,F-3,오후,500mL,-0.11,1.98,177.2,392,32.4,47.8,합격
L01022,2026-04-20 17:03,P-SEOUL-01,F-1,오후,500mL,-0.31,2.11,179.0,391,22.5,46.7,합격
L01023,2026-04-20 17:05,P-SEOUL-01,F-1,오후,2L,1.35,2.09,181.0,411,20.8,41.2,합격
L01024,2026-04-20 17:25,P-SEOUL-01,F-3,오후,500mL,-0.39,1.77,181.2,395,25.4,49.6,합격
L01025,2026-04-20 17:50,P-SEOUL-01,F-2,오후,500mL,0.95,1.98,180.0,392,26.4,50.0,합격
L01026,2026-04-20 17:51,P-SEOUL-01,F-3,오후,500mL,-0.02,2.03,180.1,383,25.8,60.2,합격
L01027,2026-04-20 18:11,P-SEOUL-01,F-2,오후,2L,0.38,2.26,178.4,399,23.2,56.3,합격
L01028,2026-04-20 18:58,P-SEOUL-01,F-3,오후,1L,0.44,2.3,178.7,400,25.9,41.9,합격
L01029,2026-04-20 19:02,P-SEOUL-01,F-2,오후,1L,2.05,2.0,179.7,375,29.9,43.3,합격
L01030,2026-04-20 19:14,P-SEOUL-01,F-2,오후,500mL,-1.92,2.14,180.9,396,23.2,58.0,합격
L01031,2026-04-20 19:36,P-SEOUL-01,F-2,오후,500mL,-0.56,2.04,176.3,416,20.8,55.3,합격
L01032,2026-04-20 19:43,P-SEOUL-01,F-2,오후,1L,0.32,2.21,182.2,411,26.9,54.4,합격
L01033,2026-04-20 20:02,P-SEOUL-01,F-1,오후,500mL,-0.88,2.14,179.9,391,22.3,46.2,합격
L01034,2026-04-20 20:09,P-SEOUL-01,F-2,오후,1L,0.71,1.91,180.3,394,22.9,45.0,합격
L01035,2026-04-20 20:23,P-SEOUL-01,F-2,오후,1L,-0.66,2.32,177.8,380,24.6,50.5,합격
L01036,2026-04-20 21:27,P-SEOUL-01,F-1,오후,1L,-0.27,2.05,185.0,421,25.6,75.0,합격
L01037,2026-04-20 21:38,P-SEOUL-01,F-3,오후,1L,-0.39,1.85,180.7,403,22.4,53.9,합격
L01038,2026-04-20 21:49,P-SEOUL-01,F-1,오후,500mL,0.26,2.3,180.5,396,20.2,54.3,합격
L01039,2026-04-20 21:57,P-SEOUL-01,F-3,오후,2L,-0.12,2.1,178.8,392,23.8,36.2,합격
L01040,2026-04-20 22:01,P-SEOUL-01,F-3,야간,1L,1.58,1.99,179.6,377,22.6,35.3,합격
L01041,2026-04-20 22:03,P-SEOUL-01,F-3,야간,500mL,0.89,2.12,179.4,396,23.0,65.3,합격
L01042,2026-04-20 22:10,P-SEOUL-01,F-1,야간,500mL,-0.6,1.97,180.4,414,29.1,57.3,합격
L01043,2026-04-20 22:29,P-SEOUL-01,F-1,야간,500mL,-0.76,2.22,183.0,374,23.2,44.7,합격
L01044,2026-04-20 22:38,P-SEOUL-01,F-1,야간,1L,0.08,2.02,177.0,400,25.0,62.9,합격
L01045,2026-04-20 22:51,P-SEOUL-01,F-2,야간,2L,0.97,2.13,183.5,397,27.3,55.4,합격
L01046,2026-04-20 22:57,P-SEOUL-01,F-1,야간,500mL,-1.29,1.89,183.8,383,25.3,53.2,합격
L01047,2026-04-20 23:39,P-SEOUL-01,F-3,야간,500mL,0.63,2.17,179.0,398,22.3,62.7,합격
L01048,2026-04-20 23:44,P-SEOUL-01,F-2,야간,500mL,0.99,1.96,179.2,382,23.3,53.3,합격
L01049,2026-04-21 00:10,P-SEOUL-01,F-2,야간,2L,0.92,2.12,177.7,399,19.5,60.7,합격
L01050,2026-04-21 00:52,P-SEOUL-01,F-1,야간,1L,0.35,2.04,179.5,386,26.4,39.5,합격
L01051,2026-04-21 01:01,P-SEOUL-01,F-2,야간,2L,0.1,1.95,181.0,410,30.9,50.2,합격
L01052,2026-04-21 01:09,P-SEOUL-01,F-2,야간,1L,0.15,1.99,179.9,409,21.7,58.2,합격
L01053,2026-04-21 02:18,P-SEOUL-01,F-2,야간,2L,1.4,2.13,178.2,400,24.4,,합격
L01054,2026-04-21 02:27,P-SEOUL-01,F-1,야간,2L,0.38,2.04,178.1,405,29.5,56.0,합격
L01055,2026-04-21 02:44,P-SEOUL-01,F-1,야간,500mL,-1.63,1.98,178.6,416,29.5,52.3,합격
L01056,2026-04-21 03:11,P-SEOUL-01,F-2,야간,500mL,-0.16,1.71,177.4,397,20.6,64.4,합격
L01057,2026-04-21 03:24,P-SEOUL-01,F-1,야간,500mL,-0.33,2.07,178.7,415,25.8,56.3,합격
L01058,2026-04-21 04:20,P-SEOUL-01,F-3,야간,1L,-0.13,2.28,177.1,408,25.2,44.7,합격
L01059,2026-04-21 04:32,P-SEOUL-01,F-2,야간,1L,0.44,1.96,181.7,403,25.8,58.3,합격
L01060,2026-04-21 04:35,P-SEOUL-01,F-1,야간,500mL,-1.05,2.1,180.8,396,23.8,53.4,합격
L01061,2026-04-21 05:02,P-SEOUL-01,F-3,야간,500mL,-0.79,1.81,177.2,383,19.8,52.1,합격
L01062,2026-04-21 06:01,P-SEOUL-01,F-2,주간,1L,1.05,1.89,180.4,399,23.9,49.2,합격
L01063,2026-04-21 06:34,P-SEOUL-01,F-3,주간,500mL,-1.31,2.06,181.8,411,22.9,53.5,합격
L01064,2026-04-21 07:09,P-SEOUL-01,F-1,주간,1L,0.25,2.15,180.2,419,23.0,51.0,합격
L01065,2026-04-21 07:58,P-SEOUL-01,F-1,주간,500mL,-1.46,2.05,181.7,398,19.1,63.8,합격
L01066,2026-04-21 08:38,P-SEOUL-01,F-1,주간,500mL,-0.2,1.91,180.9,373,25.8,43.4,합격
L01067,2026-04-21 09:22,P-SEOUL-01,F-2,주간,500mL,-0.76,2.43,180.3,404,27.1,53.8,합격
L01068,2026-04-21 09:23,P-SEOUL-01,F-2,주간,500mL,-1.96,2.03,179.9,414,28.0,58.6,합격
L01069,2026-04-21 09:41,P-SEOUL-01,F-2,주간,1L,1.63,1.88,181.8,402,21.7,37.4,합격
L01070,2026-04-21 10:10,P-SEOUL-01,F-3,주간,500mL,-0.14,2.26,181.2,423,19.4,58.6,합격
L01071,2026-04-21 10:11,P-SEOUL-01,F-2,주간,1L,0.98,2.09,177.1,403,31.5,72.8,합격
L01072,2026-04-21 10:17,P-SEOUL-01,F-1,주간,2L,-1.05,1.93,178.8,386,24.8,49.6,합격
L01073,2026-04-21 11:02,P-SEOUL-01,F-2,주간,500mL,0.58,2.19,176.8,413,21.5,51.8,합격
L01074,2026-04-21 11:03,P-SEOUL-01,F-1,주간,2L,0.22,2.07,178.6,398,25.7,53.7,합격
L01075,2026-04-21 11:12,P-SEOUL-01,F-2,주간,2L,0.66,1.88,180.4,411,17.2,43.8,합격
L01076,2026-04-21 12:41,P-SEOUL-01,F-1,주간,1L,1.06,1.95,179.3,403,21.7,57.0,합격
L01077,2026-04-21 13:38,P-SEOUL-01,F-2,주간,500mL,0.03,2.03,180.5,387,22.3,45.3,합격
L01078,2026-04-21 13:42,P-SEOUL-01,F-3,주간,500mL,-1.49,2.18,179.8,387,22.3,43.8,합격
L01079,2026-04-21 13:53,P-SEOUL-01,F-2,주간,500mL,0.22,2.16,179.4,398,26.8,47.3,합격
L01080,2026-04-21 13:58,P-SEOUL-01,F-2,주간,2L,-0.66,2.04,180.0,414,24.5,46.3,합격
L01081,2026-04-21 14:03,P-SEOUL-01,F-2,오후,1L,0.7,2.2,177.4,418,24.1,48.1,합격
L01082,2026-04-21 14:05,P-SEOUL-01,F-3,오후,500mL,-0.71,2.21,176.1,408,22.5,49.2,합격
L01083,2026-04-21 14:26,P-SEOUL-01,F-3,오후,500mL,-1.44,2.12,180.0,398,28.5,65.1,합격
L01084,2026-04-21 16:41,P-SEOUL-01,F-3,오후,500mL,-0.52,2.13,179.3,399,23.3,50.0,합격
L01085,2026-04-21 17:07,P-SEOUL-01,F-2,오후,500mL,-0.63,2.13,180.5,406,25.5,46.9,합격
L01086,2026-04-21 17:30,P-SEOUL-01,F-2,오후,2L,-0.58,,178.7,406,30.2,60.3,합격
L01087,2026-04-21 17:34,P-SEOUL-01,F-2,오후,2L,-0.77,1.87,177.1,380,16.3,48.4,합격
L01088,2026-04-21 17:49,P-SEOUL-01,F-1,오후,2L,1.68,2.1,176.8,401,25.7,41.7,합격
L01089,2026-04-21 17:51,P-SEOUL-01,F-2,오후,500mL,0.63,1.98,181.8,391,21.4,,합격
L01090,2026-04-21 18:22,P-SEOUL-01,F-1,오후,2L,-0.35,2.09,179.3,396,24.2,45.2,합격
L01091,2026-04-21 19:24,P-SEOUL-01,F-3,오후,500mL,0.83,2.14,183.0,403,27.4,57.1,합격
L01092,2026-04-21 19:36,P-SEOUL-01,F-2,오후,500mL,0.24,2.18,178.8,379,19.5,60.8,합격
L01093,2026-04-21 19:56,P-SEOUL-01,F-1,오후,2L,-0.34,2.06,181.9,404,25.7,41.4,합격
L01094,2026-04-21 20:28,P-SEOUL-01,F-3,오후,500mL,-1.9,2.11,177.5,395,23.2,48.2,합격
L01095,2026-04-21 20:35,P-SEOUL-01,F-1,오후,500mL,0.93,1.99,178.1,413,24.0,,합격
L01096,2026-04-21 21:00,P-SEOUL-01,F-1,오후,500mL,-1.17,1.96,182.4,398,25.7,49.5,합격
L01097,2026-04-21 21:20,P-SEOUL-01,F-2,오후,1L,0.61,2.02,179.6,386,18.7,64.0,합격
L01098,2026-04-21 21:26,P-SEOUL-01,F-2,오후,500mL,-0.24,1.96,183.0,406,23.4,53.0,합격
L01099,2026-04-21 22:03,P-SEOUL-01,F-1,야간,500mL,-0.18,2.01,178.9,396,26.4,50.2,합격
L01100,2026-04-21 22:43,P-SEOUL-01,F-2,야간,500mL,-2.23,2.04,177.6,395,23.0,35.0,합격
L01101,2026-04-21 23:34,P-SEOUL-01,F-2,야간,1L,0.03,1.98,181.6,388,23.9,36.6,합격
L01102,2026-04-21 23:45,P-SEOUL-01,F-3,야간,1L,-0.9,1.99,181.4,438,21.9,51.5,합격
L01103,2026-04-22 00:08,P-SEOUL-01,F-1,야간,1L,0.7,1.97,179.4,401,20.8,38.7,합격
L01104,2026-04-22 00:36,P-SEOUL-01,F-2,야간,500mL,-0.31,1.89,180.1,395,24.6,57.9,합격
L01105,2026-04-22 02:03,P-SEOUL-01,F-2,야간,1L,-0.45,2.04,183.5,401,25.5,61.1,합격
L01106,2026-04-22 03:25,P-SEOUL-01,F-2,야간,500mL,-0.33,2.04,179.5,396,27.2,55.4,합격
L01107,2026-04-22 03:38,P-SEOUL-01,F-1,야간,1L,-1.91,1.97,175.3,407,26.5,52.7,합격
L01108,2026-04-22 03:50,P-SEOUL-01,F-1,야간,2L,0.86,1.9,177.7,403,28.9,53.5,합격
L01109,2026-04-22 03:54,P-SEOUL-01,F-1,야간,500mL,-0.69,2.07,181.8,412,22.5,51.1,합격
L01110,2026-04-22 04:08,P-SEOUL-01,F-1,야간,2L,0.11,2.17,180.5,403,24.2,61.2,합격
L01111,2026-04-22 04:15,P-SEOUL-01,F-2,야간,1L,-0.93,2.08,181.6,388,24.0,50.6,합격
L01112,2026-04-22 07:02,P-SEOUL-01,F-2,주간,1L,0.05,2.03,181.8,382,18.6,51.8,합격
L01113,2026-04-22 07:21,P-SEOUL-01,F-2,주간,500mL,1.13,2.22,181.3,401,23.3,67.5,합격
L01114,2026-04-22 07:56,P-SEOUL-01,F-1,주간,1L,1.67,2.15,180.4,409,21.7,40.9,합격
L01115,2026-04-22 08:15,P-SEOUL-01,F-1,주간,500mL,-0.19,1.98,180.9,397,30.0,56.3,합격
L01116,2026-04-22 09:37,P-SEOUL-01,F-1,주간,1L,0.86,1.95,178.4,411,22.3,48.6,합격
L01117,2026-04-22 11:22,P-SEOUL-01,F-2,주간,1L,0.9,2.12,181.6,399,16.4,67.7,합격
L01118,2026-04-22 11:33,P-SEOUL-01,F-3,주간,1L,0.33,2.06,178.9,371,26.5,55.3,합격
L01119,2026-04-22 11:42,P-SEOUL-01,F-1,주간,1L,2.27,2.03,181.0,376,20.6,50.9,합격
L01120,2026-04-22 12:24,P-SEOUL-01,F-1,주간,1L,0.71,,180.3,389,21.3,43.7,합격
L01121,2026-04-22 12:51,P-SEOUL-01,F-3,주간,1L,3.92,2.07,180.9,410,29.1,47.5,재검
L01122,2026-04-22 13:06,P-SEOUL-01,F-2,주간,1L,1.56,2.16,179.8,389,23.0,48.6,합격
L01123,2026-04-22 13:24,P-SEOUL-01,F-2,주간,500mL,-1.48,2.0,180.2,386,21.6,58.7,합격
L01124,2026-04-22 13:28,P-SEOUL-01,F-3,주간,500mL,0.57,1.21,180.2,409,25.9,68.6,재검
L01125,2026-04-22 13:46,P-SEOUL-01,F-1,주간,1L,-1.39,2.15,179.6,394,26.8,43.9,합격
L01126,2026-04-22 14:10,P-SEOUL-01,F-1,오후,500mL,-0.13,2.06,181.1,376,24.3,48.4,합격
L01127,2026-04-22 14:14,P-SEOUL-01,F-1,오후,1L,0.36,2.32,181.9,412,25.3,43.5,합격
L01128,2026-04-22 14:15,P-SEOUL-01,F-2,오후,1L,0.53,2.18,180.7,380,19.6,39.3,합격
L01129,2026-04-22 14:27,P-SEOUL-01,F-2,오후,1L,-4.15,2.19,180.7,419,23.9,53.5,재검
L01130,2026-04-22 14:46,P-SEOUL-01,F-1,오후,1L,-0.34,2.0,181.4,390,27.1,54.8,합격
L01131,2026-04-22 15:11,P-SEOUL-01,F-3,오후,500mL,-0.03,2.07,178.6,395,22.6,59.4,합격
L01132,2026-04-22 15:17,P-SEOUL-01,F-1,오후,500mL,-1.35,2.08,181.1,397,21.1,53.7,합격
L01133,2026-04-22 15:44,P-SEOUL-01,F-3,오후,500mL,-1.46,2.13,178.4,402,27.8,53.2,합격
L01134,2026-04-22 16:02,P-SEOUL-01,F-2,오후,500mL,-0.44,2.22,179.7,407,22.2,58.2,합격
L01135,2026-04-22 16:26,P-SEOUL-01,F-1,오후,500mL,-0.16,1.85,177.2,397,24.7,56.4,합격
L01136,2026-04-22 16:26,P-SEOUL-01,F-2,오후,500mL,-0.09,1.67,180.8,398,22.5,34.3,합격
L01137,2026-04-22 16:41,P-SEOUL-01,F-2,오후,500mL,1.32,2.09,183.9,400,24.5,44.0,합격
L01138,2026-04-22 18:29,P-SEOUL-01,F-2,오후,2L,-0.66,1.97,178.5,403,27.1,49.2,합격
L01139,2026-04-22 20:36,P-SEOUL-01,F-1,오후,1L,-0.82,2.2,181.1,408,22.6,50.0,합격
L01140,2026-04-22 21:01,P-SEOUL-01,F-2,오후,500mL,0.67,2.13,182.9,422,24.4,57.4,합격
L01141,2026-04-22 21:05,P-SEOUL-01,F-3,오후,1L,1.56,2.21,177.5,404,25.5,53.0,합격
L01142,2026-04-22 21:21,P-SEOUL-01,F-2,오후,500mL,0.36,2.5,182.5,395,17.0,57.0,합격
L01143,2026-04-22 21:56,P-SEOUL-01,F-1,오후,2L,-1.13,2.4,182.1,409,21.9,55.8,합격
L01144,2026-04-22 22:36,P-SEOUL-01,F-3,야간,500mL,0.81,2.11,176.8,385,29.4,52.6,합격
L01145,2026-04-22 22:42,P-SEOUL-01,F-1,야간,2L,0.13,2.06,177.8,407,23.6,46.4,합격
L01146,2026-04-22 22:54,P-SEOUL-01,F-1,야간,1L,-0.06,1.85,181.4,406,24.8,52.3,합격
L01147,2026-04-22 23:31,P-SEOUL-01,F-3,야간,500mL,1.14,1.87,178.9,404,25.8,58.9,합격
L01148,2026-04-23 01:16,P-SEOUL-01,F-2,야간,500mL,-0.22,2.23,179.1,420,19.0,55.1,합격
L01149,2026-04-23 01:35,P-SEOUL-01,F-1,야간,500mL,-0.93,1.84,181.1,398,24.1,45.9,합격
L01150,2026-04-23 01:41,P-SEOUL-01,F-1,야간,2L,-0.12,1.88,177.2,419,26.4,53.1,합격
L01151,2026-04-23 02:07,P-SEOUL-01,F-1,야간,2L,0.47,2.22,179.9,431,25.9,48.0,합격
L01152,2026-04-23 02:33,P-SEOUL-01,F-3,야간,500mL,-0.48,1.98,179.9,419,20.6,48.1,합격
L01153,2026-04-23 03:19,P-SEOUL-01,F-2,야간,500mL,0.28,2.01,180.5,385,30.7,53.0,합격
L01154,2026-04-23 03:33,P-SEOUL-01,F-3,야간,500mL,0.58,2.12,177.3,395,21.5,43.8,합격
L01155,2026-04-23 04:24,P-SEOUL-01,F-1,야간,500mL,1.08,1.99,179.4,407,28.4,53.1,합격
L01156,2026-04-23 04:24,P-SEOUL-01,F-2,야간,500mL,0.49,2.04,183.6,414,24.2,54.5,합격
L01157,2026-04-23 04:34,P-SEOUL-01,F-2,야간,500mL,-0.85,2.11,180.8,397,25.5,58.1,합격
L01158,2026-04-23 04:57,P-SEOUL-01,F-2,야간,2L,-0.37,2.1,177.6,393,20.8,58.7,합격
L01159,2026-04-23 05:00,P-SEOUL-01,F-1,야간,500mL,-0.1,1.54,180.7,407,20.2,43.1,재검
L01160,2026-04-23 05:39,P-SEOUL-01,F-1,야간,500mL,1.78,2.15,180.5,376,25.8,44.6,합격
L01161,2026-04-23 06:30,P-SEOUL-01,F-1,주간,500mL,-0.88,2.04,179.6,434,20.1,35.3,합격
L01162,2026-04-23 06:41,P-SEOUL-01,F-1,주간,500mL,0.54,1.86,183.5,416,25.9,63.1,합격
L01163,2026-04-23 07:06,P-SEOUL-01,F-3,주간,500mL,-0.2,2.2,181.9,410,26.8,47.1,합격
L01164,2026-04-23 07:12,P-SEOUL-01,F-1,주간,500mL,-0.77,2.25,182.4,379,22.7,53.2,합격
L01165,2026-04-23 07:56,P-SEOUL-01,F-3,주간,500mL,1.91,2.14,177.7,409,25.4,49.7,합격
L01166,2026-04-23 08:46,P-SEOUL-01,F-2,주간,2L,-0.95,2.03,183.0,405,23.6,52.9,합격
L01167,2026-04-23 08:47,P-SEOUL-01,F-1,주간,1L,-0.1,2.23,180.4,402,26.4,62.2,합격
L01168,2026-04-23 10:54,P-SEOUL-01,F-1,주간,500mL,1.39,2.04,178.2,401,25.4,41.8,합격
L01169,2026-04-23 11:08,P-SEOUL-01,F-2,주간,500mL,1.18,1.95,179.3,401,28.5,34.5,합격
L01170,2026-04-23 11:29,P-SEOUL-01,F-1,주간,500mL,-1.06,2.26,178.6,384,24.4,52.9,합격
L01171,2026-04-23 11:48,P-SEOUL-01,F-3,주간,1L,-0.74,2.12,181.4,388,26.8,45.2,합격
L01172,2026-04-23 11:59,P-SEOUL-01,F-3,주간,1L,0.7,1.37,179.2,406,21.9,51.8,재검
L01173,2026-04-23 12:01,P-SEOUL-01,F-1,주간,1L,0.68,2.19,185.6,415,26.0,47.4,합격
L01174,2026-04-23 12:56,P-SEOUL-01,F-2,주간,2L,0.08,2.17,180.0,405,25.1,54.3,합격
L01175,2026-04-23 12:58,P-SEOUL-01,F-2,주간,2L,-0.17,2.15,182.9,396,24.9,55.2,합격
